제목,말머리,내용,글쓴이,추천수,조회수,날짜,링크
입학관련,[질문],"현재 중3인데  점수가134.8 정도 나오는데
해킹방어과 가능할까요?
선배님들 답변부탁드립니다",디갤러,추천 0,조회 420,2025.05.25 16:33:44,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=4014&page=3
입학,[일반],중3인데 점수가134.8인데 해방 가능할까요?,디갤러,추천 0,조회 318,2025.05.24 19:44:29,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=4012&page=3
디미백과 복구,[일반],어케됐노 디미백과 처음 보는데 개웃기네,디갤러,추천 6,조회 504,2025.05.24 13:07:53,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=4010&page=3
22기 빌런 누구임,[일반],대충 뭐하는지좀,디갤러,추천 0,조회 570,2025.05.23 21:01:36,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=4009&page=3
떨어지기 전에 조심하자! 중력절 안전수칙!,[일반],,ㅇㅇ,추천 16,조회 599,2025.05.23 07:20:20,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=4008&page=3
중력절 첫글,[일반],금귀 딱좋노~ 학교에서 부스 운영하는 게이들도 파이팅이다이기,ㅇㅇ,추천 5,조회 302,2025.05.23 00:04:13,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=4006&page=3
버스 안에서,[일반],"마이크 체크 마이크 체크 우흥~ 딱! 나는 매일 검찰가는 버스안에서
항상 자위하고 있는 병신 대중 보곤해 하지만 부담스럽게 노무 딱딱해보여 어떤 말도 붙일 자신이 없어",노무현,추천 4,조회 352,2025.05.22 23:46:24,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=4005&page=3
웹플들은 불쌍하다,[일반],"23기 웹플들아 좀 씻고다녀라 니네 존나 불쌍하다 씻어도 씻어도 냄새나서
학봉관에서 냄새나는거 보면 다 너네더라 ㅈ같은 웹플들아 빡빡씻어라
니네 냄새나서 ㅅㅅㅈ 나간거다",디갤러,추천 8,조회 609,2025.05.22 20:09:28,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=4004&page=3
씨발 빨리 기상곡 투표해라,[일반],흔드르라이기,디갤러,추천 4,조회 362,2025.05.22 12:55:35,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=4003&page=3
엄,[일반],겜 어캐뚫노,디갤러,추천 1,조회 379,2025.05.21 20:29:58,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=4002&page=3
엄,[일반],Ip에서 게임은 막으면서 야동은 안막냐,디갤러,추천 5,조회 276,2025.05.21 18:55:17,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=4001&page=3
이세돌 씨발,[일반],"개 븅신같은 년들 꾸역꾸역 쳐 기어와소 80표 받는게 좆같네... 애미도 버츄버로 만들어도 좋아할건가...ㅉ
- dc official App",디갤러,추천 16,조회 606,2025.05.21 13:32:04,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=4000&page=3
D-2,[일반],올해도?,디갤러,추천 0,조회 288,2025.05.21 11:41:08,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3999&page=3
웹플여신,[일반],웹플에 예쁜여자 많나요?,디갤러,추천 1,조회 454,2025.05.21 11:14:03,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3998&page=3
이비 좀 닥치면 안됨?,[일반],ㅈㄱㄴ,디갤러,추천 21,조회 670,2025.05.21 11:11:13,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3997&page=3
제발 상식좀 달자,[일반],"아니 적당히 해야지 상식도 쳐 없어서 그따구로 다니냐
휫바람좀 그만 쳐불어라 존나 시끄럽다 해방아

그리고 냉장고는 훔칠게 없어서 그걸 쳐 훔치냐? 에휴",디갤러,추천 14,조회 597,2025.05.20 23:32:43,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3996&page=3
아니,[일반],기상곡 알아서 매너좀 처해라,디갤러,추천 3,조회 314,2025.05.20 10:14:02,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3993&page=3
아 시발,[일반],"진짜 개 좆같게 이세돌노래 한번만 더 틀면 진짜 죽여버린다
ㅅ발 30대 개빻아서 버츄얼 뒤에서 노래부르는 아줌마 좋아하는거 가지고는 뭐라 안하는데 피해는 주지말자 시발들아
- dc official App",디갤러,추천 5,조회 388,2025.05.20 07:36:01,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3992&page=3
게임 막힌거 뚫렸다,[일반],원래 롤 안되는데 된다 개꿀,디갤러,추천 0,조회 372,2025.05.19 20:24:33,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3991&page=3
디미고 고입 궁금한거 있으면 질문해,[일반],"이제 입설 기간이어서 오고싶은 애들 궁금한거 많은텐데 뭐 궁금한거 있으면 물어봐라

디시 안해서 빠른 답장은 못할거같은데
나중에 생각날 때 와서 질문 있으면 답변해줄게

나도 들어오기 전에 궁금한거 많았었는데 카톡으로 질문하기 좀 그래서 여기다 했었거든
사소한거도 좋으니까 대충 궁금한거 있으면 남겨",디갤러,추천 2,조회 589,2025.05.19 12:27:02,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3990&page=3
아니시발,[일반],노래그만불러 존나시끄러으ㅝ십ㆍㄹ 애들 다 자는데 지혼자 존나 신났네,ㅇㅇ,추천 11,조회 684,2025.05.15 19:15:27,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3989&page=3
본인 단대소고 1학년 학생인데,[일반],"2028부터 성균관대 특성화 특별전형 사라져서 수시로 기존보다 쉽게 못 간다는데 사실임? 그럼 디미,단소,대동 세무, 선린 다 ㅈ된거 아님? 상위권 대학 쉽게 간다고 홍보 ㅈㄴ 하지 않았었나",디갤러,추천 2,조회 810,2025.05.15 12:05:12,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3988&page=3
시발,[일반],학교 꼴 보고 이재명 뽑기로 했다.,디갤러,추천 2,조회 428,2025.05.14 21:50:36,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3987&page=3
다단계,[일반],뭐냐,디갤러,추천 5,조회 410,2025.05.12 10:19:43,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3986&page=3
웹플분들,[일반],진짜 적당히좀하세요 냄새나는것도 정도가 있지 동아리 시간마다 웹플들 오면 꾸릉내나서 미치겠습니다ㅜ 제발 좀 씻으세요 하루 15분씩 투자도 못합니까?,디갤러,추천 6,조회 566,2025.05.12 00:10:15,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3984&page=3
나 좋아하지마라,[일반],"좋아해줘
- dc official App",디갤러,추천 1,조회 556,2025.05.10 23:48:42,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3983&page=3
"1,2학년 분들",[일반],"5월 모의고사 영어 시간 도중 20분 넘게 하하호호 웃는 소리가 끊이지 않았습나다. 점심시간인걸 고려해도 너무 시끄러워서 시험에 집중이 되지 않은 학생들이 많은데요. 여러분들이 고3이 되었을 때를 생각해서라도 앞으로 3학년들만 모의고사 치는 날에도 조용히 좀 해주시길 바랄게요. 같은 반에 헛기침도 화나는데, 남들 떠들고 소리 지르는게 들리면 얼마나 집중이 안 되겠습니까",디갤러,추천 28,조회 934,2025.05.08 19:30:37,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3980&page=3
깝치지마라 디미고 련들아 ㅋㅋ,[일반],"본인 부평공고 3학년 기계과, 전교 1등에 내신 1.02 찍음ㅋㅋ 진로선택이랑 전공과목? 올A ㅇㅇ 그냥 싹다 씹어먹음ㅋㅋ
디미고 ㅈㄴ 좋다고 갔던 애들 요즘 보니까 애매하게 하는 새끼들은걍 고졸 백수 예약임ㅋㅋ 
우리 반 5명인데 한 명은 특수반 장애인, 나머지는 멸치에 가오충들임. 공부는 ㅈ도 안 하고 폰만 만지작. 결국 혼자 1등급 찍은 건 나임ㅋㅋ 개꿀
자습 시간에 책 잠깐 넘겨보는 수준인데도 성적 저렇게 나옴ㅋㅋ 대충 해도 다 씹어먹는 클래스임ㅋㅋ
심지어 수학 20점 맞은 적도 있는데도 1등급 안깨짐ㅋㅋ 이게 바로 갓생이지 뭐냐ㅋㅋ
본인 중딩 때 석차백분율 99.82%였는데 그때처럼 딱히 열심히 안 해도 결과는 항상 상위권ㅋㅋ 인생 날먹 ㅋ",디갤러,추천 27,조회 1133,2025.05.07 14:22:14,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3979&page=3
디미고 정해인 아는사람,[일반],보고싶긴하다,디갤러,추천 8,조회 692,2025.05.06 21:51:11,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3978&page=3
이씨발 개좆같은 학교는,[일반],와이파이도 제대로 안될거면 디지털 딱지 때자 뭔 디지털이야 개좆같네 와이파이 작년엔 잘됐는데,디갤러,추천 3,조회 561,2025.05.06 21:46:45,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3977&page=3
님들아 2학년 정해인 아냐????,[일반],2학년에 이비 정해인 있다는데 뭔 소리임??,디갤러,추천 30,조회 1074,2025.05.06 21:03:29,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3976&page=3
시발 제발,[일반],"이박사 좀 안 올리면 안 되냐?
일어날 때마다 기분이 ㅈ같음;",ㅇㅇ,추천 9,조회 641,2025.05.04 16:24:12,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3975&page=3
제발,[일반],아 시발 제발,디갤러,추천 1,조회 554,2025.05.04 09:49:01,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3974&page=3
✨ 2025. 5. 2. 오늘의 급식 ✨,[일반],"✨ 2025. 5. 2. 오늘의 급식 ✨

━━━━━━━━━━ 조식 ━━━━━━━━━━

● 베리크림치즈베이글

● 쌀밥

● 차돌박이된장찌개

● 치킨텐더&허니머스타드

● 연근곤약조림

● 오이김치

● 페퍼로니그린샐러드&D

● 다크초코볼,후루츠링

● 우유,저지방우유,락토프리우유,두유,무설탕두유,과채주스2종 1택

● 비타씨

━━━━━━━━━━ 중식 ━━━━━━━━━━

● 황태해장국

● 백미밥

● 오돈불고기

● 시금치프리타타

● 두릅숙회&초장

● 열무김치

━━━━━━━━━━ 석식 ━━━━━━━━━━",급식요정,추천 3,조회 541,2025.05.02 06:03:03,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3973&page=3
트러스텔스 둘중 어디가 더 나음?,[일반],"ㅈㄱㄴ
- dc official App",디갤러,추천 0,조회 488,2025.05.01 21:00:49,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3972&page=3
입학 관련 질문 드립니다 선배님들,[질문],"현재 중 3 남자입니다.
디미고를 생각한건 중1때부터였고 코딩 입문은 5학년때였습니다. 이번에 가내신 183.919 나왔습니다. 현재 정보처리기능사 자격증을 보유중이고 방학때 네트워크관리사 2급 따려고 합니다. 할줄아는 언어는 C, Java, Python, Mysql, Arduino C++입니다. 1지망은 웹프로그래밍과 2지망은 해킹방어과입니다.

2학년 1학기 국어 C 수학, 영어 A
2학년 2학기 국어 B 수학, 영어 A

현재 코드페어 준비중입니다.
포트폴리오, 대회입상(코드페어 수상 시), 일반전형 총 3개 준비할 예정입니다

이번 1학기 국영수 A받으면 안정권일까요?
자희 학교는 기말고사만 봅니다. 2학기 기말고사는 이미 디미고 입할 결정 후에 봅니다.

꿈이 개발자여서 이 고등학교에 꼭 가고싶습니다.
입학 가능할가요?
조언 부탁드립니다 형님들",디미고 지망생,추천 1,조회 450,2025.05.01 16:46:25,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3971&page=3
135.6~136은 무슨 과 갈 수 있습니까 선배님들?,[일반],"요즘 디미고 컷이 좀 오른것 같아서요.
학생 임원이랑 수상 경력이 조져서 20 -2.4 = 17.6 먹고 시작할 듯 합니다.
근데 성적은 3학년때 다 만점 받아야 118.5라서 막막하네요
웹플이나 해방 가고 싶은데 가능할까요?",디갤러,추천 0,조회 513,2025.05.01 14:16:35,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3970&page=3
디미고 임원 활동 관련 질문,[질문],중학교때 임원 활동이 전혀 없다면 그냥 3점 까이는 건가요?,디갤러,추천 0,조회 367,2025.05.01 13:49:57,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3969&page=3
애들아 공부 열심히 하는 친구들 방해하지 마라,[일반],"걔네가 위를 뚫어줘야 
너네가 더 높은 곳에 가는거야
응원해줘",디갤러,추천 18,조회 999,2025.04.26 16:44:55,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3965&page=4
단소고에서 왔는데,[일반],"09애새끼들 디벗 받자마자 뚫어서 겜쳐하고

주력이었던 학년부장쌤 가고나니까 걍 애들 놀자판이고

슬슬 담배피는놈들 나오고

작년교장은 예산벌러다닌다 ㅇㅈㄹ하고 예산낭비 존나하고

이번에 바뀐 교장은 활동하는거 없이 감감무소식이고

(<-심지어 동아리 면접까지 다보고 선발 발표준비하고있었는데 학생들의 선택권을 존중한다 이지랄하고 지원한놈들 다 붙여버림ㅋㅋㅋㅋㅋ)

외부에서 좀 쳐준다고 내적우열감 존나느끼고

창업동아리 ㅅㄲ들은 쥐좆만한 학교에서 뭐 좀 되는줄알고 떵떵거리고




이럴거면 시발 그냥 동네에 있는 자사고 갔지

여기 와서 잘하면 된다 ㅇㅈㄹ 쳐하는데 시발 그럼 공부 할만한 분위기를 만들어주던가


여기는 좀 어떠냐",디갤러,추천 7,조회 798,2025.04.26 16:20:07,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3964&page=4
이 개좆병신학교는 진짜 뇌빼고 운영하는듯,[일반],교육청은 진짜 감사하러 안오냐??,디갤러,추천 11,조회 963,2025.04.24 19:12:47,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3963&page=4
디미고 금요귀가 하고싶은데 선배님들 방법좀요ㅠㅠ,[일반],이번주 금요귀가 꼭 해야돼요ㅠ,디갤러,추천 0,조회 690,2025.04.23 18:33:28,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3962&page=4
디미고 선배님들께 질문,[일반],"10년생입니다 

코딩 ㅈ도 모르는데

입학시험 치는 것만 학원에서 공부해서

일반전형으로 들어가면 코딩수업 배울 때 좆되나요


그리고 디미고에 여자 많나요
남녀 성비가 어떻게 되는지 궁금합니다",ㅇㅇ,추천 1,조회 611,2025.04.23 16:52:06,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3961&page=4
동글동글,[일반],사자후 너무 무섭노,ㅇㅇ,추천 4,조회 461,2025.04.22 23:15:36,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3960&page=4
진짜 씹덕 씨발들아,[일반],"좆같은 노래좀 아침에 처 틀지 말라고

피곤해 뒤지겠는데 어떤 고아년이 뽕짝 이지랄 처 틀었냐 씨발",디갤러,추천 29,조회 882,2025.04.22 14:31:24,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3959&page=4
ㅈ같은 kitsch는 자꾸 누가처올리노,[일반],"감동도 재미도 없고
가사는 뭔 뜻인지도 모르겠는 븅신같는 노래를 재작년부터 처올리네
저 노래가 괜히 kitsch가 아니다
노래가 괴상하잖아 닉값하는거지
닌 제발 븅신같은 감다뒤 노래좀 그만 처올리고 걍 투표자체를 하지마라
저런 장애는 투표권 뺏어야되노",디갤러,추천 11,조회 722,2025.04.22 07:31:12,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3958&page=4
1학년 버러지같은년들아,[일반],"4층에서 좀 나주엥 쳐씻어 ㅅㅂ
10분 늦게 쳐나가면서 왜그렇게 일찍 씻는거임 진짜 면상에 주먹날리고싶게",디갤러,추천 9,조회 648,2025.04.21 12:41:39,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3957&page=4
1학년 병신들아ㅋㅋ,[일반],디풀에 좆노잼 노래좀 적당히 올려라ㅋㅋ ㅅㅂ 진짜 하나같이 감다뒤 노래만 쳐올리고 적당히 좀 해라ㅋㅋ,디갤러,추천 24,조회 1010,2025.04.21 11:59:00,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3956&page=4
대 대 대,[일반],"젠장 또 김종현이야.이 게시글만보고 자려고 했는데, 또 대종현을 보고말았어.이제 나는 외쳐야만 해...

외치면 잠이 확 깨버릴걸 알면서도, 나는 외쳐.

그것이 대종현을 목도한 자의 사명이다.

세상에 10억명의 대종현 팬이 있다면, 나는 또한 그들 중 한명일것이다.

세상에 1억명의 대종현 팬이 있다면, 나는또한 그들중 한명일것이다.

세상에 천만명의 대종현 팬이 있다면,나는 또한 그들 중 한명일것이다.

세상에 만명의 대종현 팬이 있다면, 나는또한 그들 중 한명일것이다.

세상에 천명의 대종현 팬이 있다면, 나는 또한 그들중 한명일것이다.

세상에 백명의 대종현 팬이 있다면, 나는 또한 그들 중 한명일것이다.

세상에 열명의 대종현 팬이 있다면, 나는 또한 그들 중 한명일것이다.

세상에 한명의 대종현 팬이 있다면, 아마도 그것은 나일것이다.

세상에 단 한명의 대종현 팬이 없다면, 그것은 이세상에 내가 존재하지 않다는것이다.

김종현, 나의 사랑.

김종현, 나의 빛.

김종현, 나의 어둠.

김종현, 나의 기쁨.

김종현, 나의 삶.

김종현, 나의 영혼.

김종현, 나의 빛

김종현, 나의 행복.

김종현, 나
- dc official App",디갤러,추천 5,조회 730,2025.04.18 13:50:01,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3953&page=4
깸황 진짜 씹간지네,[일반],호감이면 개추 ㅋㅋ,디갤러,추천 33,조회 1027,2025.04.11 13:11:42,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3946&page=4
.,[일반],디미고 가고싶다 근데 내가 정말로 이 길을 원하는지 모르겠으면 어캄? 부적응으로 자퇴하는경우도 많음?,디갤러,추천 1,조회 851,2025.04.10 22:33:33,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3944&page=4
디미고 학생들 왜이러냐,[일반],매점에서 포카리 그만 쌔벼가요 미친년놈들아,ㅇㅇ,추천 5,조회 950,2025.04.08 08:10:01,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3943&page=4
디미고 인터넷 왜 이러냐,[일반],"이게 ""디지털미디어""고등학교냐 ㅅ1ㅂ",디갤러,추천 18,조회 952,2025.04.07 20:55:09,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3942&page=4
ㅂㅅ들아,[일반],공부좀처해라대학갈생각도없냐한심해서뒤지겠네 ㅅㅂ,디갤러,추천 4,조회 659,2025.04.06 23:31:31,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3941&page=4
디미고 선배님들 만약 다시 자사고와 디미고중에 선택하라면?,[질문],"담임쌤 상담해보니 가내신 전교1등이래요 
ㅡ1학년부터 출결,독서록,임원,상장같은 생기부는 잘챙겼어요
근데 솔직히 아직 빡세게 공부해본적이 없어서요
선행도 이제 공수한바퀴 돌린정도라  부모님은 디미고 가길 원하시는데 학교에서는 하늘고나 국제고를 생각해보래요
디미고 가려면 컴터학원 다녀야한다는둥 학교에서는 디미고를 보낸적이 없어서 잘모르시는거같아요
만약 선배님들 다시 고등선택할수있다면
자사고 와 디미고 일반고 어디로 가실껀가요?
이제 특전정시에도 내신이 반영된다는데 디미고는 타격 없을까요?
조언부탁드립니다",디갤러,추천 1,조회 1283,2025.04.05 19:12:24,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3940&page=4
연세대,[일반],"연대 특성화고 특별전형으로 경영학과갈려면
몇등급정도 맞아야함?",aaa,추천 0,조회 971,2025.04.04 12:02:22,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3939&page=4
편입,[일반],"ㄱㄴ하냐
09임
- dc official App",디갤러,추천 1,조회 773,2025.04.04 00:58:24,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3938&page=4
4층 사는 1학년들,[일반],"제발 3층가서 쳐 씻어라
퇴실시간도 10분 늦는년들이
제일 붐빌때 왜 꾸역꾸역 와서 씻는거냐
- dc official App",디갤러,추천 8,조회 751,2025.04.03 10:57:34,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3937&page=4
아니 ㅅㅂ 웹플들아,[일반],"제발 좀 쳐 씻어라 냄새가 ㅈㄴ난다
- dc official App",디갤러,추천 4,조회 698,2025.04.03 10:06:20,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3936&page=4
똥좀 내려라,[일반],5번째칸 ㅅㅂ 쌌으면 내리면 안되냐?,디갤러,추천 8,조회 558,2025.04.02 16:22:58,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3935&page=4
연고대 낮공,[일반],연고대 그냥 자연계 국어 낮2(높3) 수학 낮1 영어 1 탐 백분위 98이상이면 가능해?,디갤러,추천 3,조회 790,2025.04.02 02:24:26,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3934&page=4
사무국장 억씨,[일반],"일요일 아침마다 급식실와서 맛 평가하네

영양사가 억씨랑 같이 밥 먹으면서 비위 맞춰줌 ㅋㅋ",디갤러,추천 6,조회 699,2025.03.30 22:56:21,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3933&page=4
디미고 무덤,[일반],"디미고 신관~우정학사쯤에 보이는 무덤은 뭔가요? 무섭네요

학교부지 아닌가요? 

아시는분 댓 좀",디갤러,추천 2,조회 837,2025.03.30 02:34:47,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3931&page=4
고1 3모가 고3 성적인가요,[일반],"ㅈㄱㄴ
선배님들은 어떠셨나요",디갤러,추천 0,조회 747,2025.03.30 00:16:29,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3930&page=4
아까 물어봤던 10년생입니다,[일반],"갤 분위기 망친것같아서 죄송합니다
성적 안나오는걸로 혹시나 특기자전형 넣으면 되겠지 되겠지 
그러는데 불안해서 글 올린거 맞습니다
여기가 성적봐주고 그러는곳 아닌거 아는데도 불안했나봅니다
다시는 저런글 올리지 않겠습니다
디미고 마음 접겠습니다
주말부터 기분 버리신분들 눈살 찌푸리게 해서 죄송합니다",디갤러,추천 9,조회 670,2025.03.29 17:35:57,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3929&page=4
시발 왜 3학년은 반에 프린터기가 없음,[일반],"본관에는 반마다 있는데 정작 필요한 신관에는 없네 ㅋㅋ
좆.같.노",디갤러,추천 2,조회 450,2025.03.29 12:32:16,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3926&page=4
지구가 왜 사각형이 아니고 둥근지 알아??,[일반],구석에서 혼자 울지 말라고 그런거에요. 그러니까 울지마,디갤러,추천 3,조회 372,2025.03.29 10:47:56,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3925&page=4
어제 모의고사 보다가 울었다,[일반],ㅠㅠ 갑자기 나오시면...,디갤러,추천 21,조회 1278,2025.03.27 12:39:12,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3923&page=4
모고볼 때,[일반],"다리 좀 그만 떨어라

다리를 ㅅㅂ 양다리 둘다 떠는 새끼는 처음 봤다

기침도 적당히 해라 틱도 아니고 시험치는데 음음 소리는 왜 냄?",디갤러,추천 3,조회 611,2025.03.26 21:33:06,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3922&page=4
너네들은 대깨공임 아님 간판보고 문과도감,[일반],"궁금함
- dc official App",디갤러,추천 0,조회 663,2025.03.24 23:18:47,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3921&page=4
ㅈㄴ 더럽네,[일반],"기침을 하면 입을 가리던가 마스크를 껴라
고등학생이나 되서 이걸 아직도 모름?",ㅇㅇ,추천 6,조회 705,2025.03.24 18:23:06,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3920&page=4
ㅎㅇ,[일반],ㅎㅇ,디갤러,추천 0,조회 481,2025.03.20 15:24:50,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3917&page=4
하...너넨 아파도 병원가지마라,[일반],"정신과에서 의사가 주는 약 먹었더니
학봉관에 동거중이었던 여친이 사라짐 
하... 시발 ㅜㅜ",디갤러,추천 35,조회 1103,2025.03.19 23:57:56,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3916&page=4
남자 심자실 오는 새끼들,[일반],발좀 닦고와라 제발 냄새 미칠거같다,디갤러,추천 5,조회 889,2025.03.18 00:46:26,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3915&page=4
21기 대학 입결,[일반],망했다고 들은 거 같은데 ㄹㅇ임?,디갤러,추천 1,조회 1368,2025.03.16 22:31:51,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3913&page=4
☆중요☆,[일반],응디,.,추천 3,조회 885,2025.03.15 07:42:02,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3912&page=4
24기 읽어라,[일반],모르는 선배면 인사 안해도 된다. 눈마주쳤어도 아무 상관없음. 막 어정쩡하게 어쩔줄 몰라하다가 고개 살짝 젓고 가면 더 웃김ㅋㅋㅋ 인사 안해도 별 신경안쓴다,디갤러,추천 8,조회 969,2025.03.14 22:52:28,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3911&page=4
디미레전드 그만 들어오고 후배를 시키던 해라 좀,[일반],들락날락 왜하는 거임,디갤러,추천 8,조회 857,2025.03.14 18:14:39,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3909&page=4
이비 남자애 하나 존나 나대네,[일반],"개빠졌네 진짜
아니 인사할때 ㅅㅂ 안뇨하세여~ ㅇㅈㄹ 진짜 ㅅㅂㅋㅋㅋ",디갤러,추천 6,조회 1078,2025.03.13 21:37:34,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3908&page=4
하 씨발 진짜,[일반],"웹플 ㅈ같네 내인생 최고의 실수다 옆에서 숨쉬는데 아가리로 숨쉬어서 못살겟네 ㅅㅂ 좀 닦아라
- dc official App",디갤러,추천 8,조회 1094,2025.03.12 20:41:44,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3907&page=4
1학년에 그 나대는 새끼 이름 뭐냐?,[일반],ㅈㄱㄴ,디갤러,추천 4,조회 1241,2025.03.12 17:47:31,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3906&page=4
누가 1학년 기강 이렇게 쎄게 잡았냐?,[일반],나한테는 인사하지마라... 무섭다...,디갤러,추천 13,조회 1148,2025.03.12 11:17:15,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3905&page=4
어떻게 사람 이름이,[일반],손고장난벽시,디갤러,추천 9,조회 1003,2025.03.11 23:23:28,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3904&page=4
학봉관 아부지,[일반],"“다시”
- dc official App",디갤러,추천 9,조회 812,2025.03.10 22:02:10,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3902&page=4
루나 홈페이지 학생들이 직접 만든거임?,[일반],ㅈㄱㄴ,디갤러,추천 1,조회 867,2025.03.09 13:21:04,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3901&page=4
디미고 다니면 좋은 점,[일반],"21기임 ㅇㅇ
대학 가서 누구 거를지 다 보이고 하면 안되는 행동이 뭔지 다 알아서 인생 다시 사는 것같다 ㅋㅋ 걍 대학 축소판임 ㅋㅋ",디갤러,추천 11,조회 976,2025.03.09 00:51:45,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3900&page=4
24기 해방,[일반],예쁜애 있음?,디갤러,추천 1,조회 916,2025.03.08 17:02:01,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3899&page=4
작년 동아리 지원,[일반],"작년에는 몇줄 정도 쓰셨나요
올해 좀 짧으시다고 해서",디갤러,추천 2,조회 742,2025.03.08 16:55:50,https://gall.dcinside.com/mini/board/view/?id=dimigo&no=3898&page=4
