제목,말머리,내용,글쓴이,추천수,조회수,날짜,링크
우리반 애새끼 한명 특별교육갔는데,,그게 뭐노? 일단 애가 좀 장애티가 있긴함,"ㅇㅇ(223.38) 2023.07.31 13:16:17
조회 241 추천 0 댓글 2",추천 0,조회 241,2023.07.31 13:16:17,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=25&page=2
학교 합법 적으로 안나갈수 있는 방법 있니?,,- dc official App,"ㅇㅇ(223.38) 2023.07.28 08:34:26
조회 148 추천 0 댓글 1",추천 0,조회 148,2023.07.28 08:34:26,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=24&page=2
실시간 개학해서 좆같은 평붕이들 개추 ㅋㅋ,,- dc official App,"ㅇㅇ(223.38) 2023.07.24 22:59:48
조회 209 추천 2 댓글 3",추천 2,조회 209,2023.07.24 22:59:48,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=23&page=2
게이들아 시험잘쳤노,,"ㅇ
- dc official App","ㅇㅇ(175.209) 2023.06.29 12:49:04
조회 67 추천 0 댓글 0",추천 0,조회 67,2023.06.29 12:49:04,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=22&page=2
굿,,"ㅇ
- dc official App","ㅇㅇ(14.33) 2023.06.26 20:14:12
조회 46 추천 0 댓글 0",추천 0,조회 46,2023.06.26 20:14:12,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=21&page=2
평촌경영고를 가고싶은 중3인데 선배님들 에게 질문이 있습니다,,"제가 요리사가 꿈이라 평촌 경영고 외식조리 쪽으로 가고싶습니다
평경에서 대학진학까지 생각중인데
학교에서 열심히공부해서 1~2등급 못해도 3등급 안으로 들어갈경우에
경희대 경기대 세종대 조리학과쪽으로 진학할 수 있을까요??","ㅇㅇ(211.234) 2023.05.14 13:31:40
조회 409 추천 0 댓글 4",추천 0,조회 409,2023.05.14 13:31:40,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=20&page=2
1or9 레츠고,,"ㅇㅇ
- dc official App","ㅇㅇ(118.235) 2023.04.26 08:02:13
조회 73 추천 1 댓글 0",추천 1,조회 73,2023.04.26 08:02:13,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=18&page=2
연애가 하고 싶노 ㅋㅋ,,- dc official App,"ㅇㅇ(116.121) 2023.04.19 00:44:33
조회 187 추천 0 댓글 1",추천 0,조회 187,2023.04.19 00:44:33,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=17&page=2
모락갤을 재미있는대 평경갤은 노잼이노,,"ㅇㅇ
- dc official App","ㅇㅇ(223.38) 2023.04.17 16:25:53
조회 151 추천 0 댓글 2",추천 0,조회 151,2023.04.17 16:25:53,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=16&page=2
아 중간준비 ㅈ같다,,나 왜이렇게 열심히하지,"ㅇㅇ(175.118) 2023.04.09 23:14:18
조회 89 추천 0 댓글 2",추천 0,조회 89,2023.04.09 23:14:18,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=15&page=2
아 학교가기 싫노,,아 씨발 섹스,"ㅇㅇ(175.118) 2023.03.20 23:53:10
조회 79 추천 0 댓글 1",추천 0,조회 79,2023.03.20 23:53:10,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=14&page=2
이제 개학이노 ;;,,아 ㅈ같다~,"ㅇㅇ(14.6) 2023.02.28 23:05:46
조회 54 추천 0 댓글 0",추천 0,조회 54,2023.02.28 23:05:46,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=13&page=2
평경 페미니스트,,,"ㅇㅇ(223.38) 2023.01.15 23:51:56
조회 999 추천 24 댓글 3",추천 24,조회 999,2023.01.15 23:51:56,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=12&page=2
자격증 딴사람 장학금 준다는거 언제줌??,,아는 사람있노?,"ㅇㅇ(221.150) 2022.12.16 15:06:42
조회 161 추천 0 댓글 1",추천 0,조회 161,2022.12.16 15:06:42,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=11&page=2
우리 학교 출신 연예인 모음…,,"카광



퀸동주



3
광리



- dc official App","ㅇㅇ(106.101) 2022.11.20 17:15:49
조회 395 추천 1 댓글 0",추천 1,조회 395,2022.11.20 17:15:49,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=9&page=2
우리 학교에 게이 많은거 알냐?,,"나 LGBT 갤러리이자,평경 대표 걸레 바텀?인데
학교에서 블루드 키면 생각보다 많음 ㅋㅋㅋㅋㅌ
개웃김 그리고 우리 학교에 남남 커플로 탈의실에서 이러쿵저러쿵 하는 애들도 많고 쨌든 다들 게이하렴~~~
- dc official App","ㅇㅇ(106.101) 2022.11.20 17:05:55
조회 382 추천 1 댓글 1",추천 1,조회 382,2022.11.20 17:05:55,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=8&page=2
ㅎㅇ,,온라인 개꿀,"ㅇㅇ(221.150) 2022.11.14 11:40:45
조회 106 추천 0 댓글 1",추천 0,조회 106,2022.11.14 11:40:45,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=7&page=2
광,,광,"평갤러(175.212) 2022.10.31 08:04:43
조회 137 추천 0 댓글 0",추천 0,조회 137,2022.10.31 08:04:43,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=6&page=2
언제생겼노,,게이야..,"ㅇㅇ(222.98) 2022.10.29 23:51:25
조회 53 추천 0 댓글 0",추천 0,조회 53,2022.10.29 23:51:25,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=4&page=2
영,,영,"ㅇㅇ(223.38) 2022.10.25 15:41:18
조회 77 추천 0 댓글 0",추천 0,조회 77,2022.10.25 15:41:18,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=3&page=2
반갑다 게이야,,평경 갤 ㅎㅇ,"ㅇㅇ(61.77) 2022.10.05 11:21:26
조회 90 추천 0 댓글 0",추천 0,조회 90,2022.10.05 11:21:26,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=2&page=2
반갑다,,"평경만 갤러리가 없으면 섭하제
- dc official App","산덥 2022.10.05 01:00:51
조회 205 추천 0 댓글 0",추천 0,조회 205,2022.10.05 01:00:51,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=1&page=2
