제목,말머리,내용,글쓴이,추천수,조회수,날짜,링크
동원고 1지망에 썼는데 붙을 확률 100프로냐?,[일반],씨발 좆같은 사이코패스 엄마련때문에 공부도 못하고 성적 좆박았는데 동원고 가게 생김 하 시발 진짜 무조건이냐?,"동갤러(210.98) 2023.12.04 21:55:06
조회 891 추천 5 댓글 6",추천 5,조회 891,2023.12.04 21:55:06,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3152&page=5
동원고=매점털이도적커닝시티집합소,[일반],ㅋ,"수성고근첩(223.39) 2023.12.01 11:57:47
조회 787 추천 10 댓글 2",추천 10,조회 787,2023.12.01 11:57:47,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3151&page=5
봇,[일반],,"동갤러(211.36) 2023.11.21 17:16:34
조회 343 추천 0 댓글 0",추천 0,조회 343,2023.11.21 17:16:34,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3145&page=5
수능보고 좃된거 같으면,[일반],"군대나 빨리 가라
이거 ㄹㅇ 인생조언임
- dc official App","동갤러(117.111) 2023.11.21 10:30:08
조회 316 추천 0 댓글 0",추천 0,조회 316,2023.11.21 10:30:08,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3144&page=5
와....,[일반],,"동갤러(211.36) 2023.11.21 00:26:32
조회 271 추천 0 댓글 0",추천 0,조회 271,2023.11.21 00:26:32,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3143&page=5
재수생 동붕이 입시판뜬다,[일반],눈물나네,"동갤러(223.38) 2023.11.16 21:30:05
조회 444 추천 1 댓글 3",추천 1,조회 444,2023.11.16 21:30:05,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3142&page=5
내일 동원고에서 수능볼 분들 있나요? 교직원 화장실에 비데있어요,[일반],"학생 화장실엔 비데가 없고
교직원용 화장실에는 비데가 있답니다.

또 2/3층 화장실(학생용)에 3~4자리는 변기가 덜컥거린답니다","동갤러(211.36) 2023.11.15 22:50:46
조회 432 추천 0 댓글 0",추천 0,조회 432,2023.11.15 22:50:46,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3141&page=5
매주 야자시간 월화금 2층 화장실 딸치는거 이젠 그만 해라,[일반],이덴 쇼군 가면라이더,"동갤러(211.36) 2023.11.15 02:03:03
조회 630 추천 3 댓글 0",추천 3,조회 630,2023.11.15 02:03:03,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3140&page=5
율전중 다니는데,[일반],"1지망 조원, 2지망 숙지 3지망 동원 쓰려하는데 붙을 확률 얼마나 되냐? 조원고랑 거리 좀 있어서 떨어진다 한들 웬만해선 2지망안에 붙겠지?","동갤러(210.98) 2023.11.13 21:24:19
조회 605 추천 0 댓글 6",추천 0,조회 605,2023.11.13 21:24:19,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3139&page=5
동원고 교과서 뭐쓰나요?,[일반],제곧내,"동갤러(112.150) 2023.11.06 21:55:17
조회 480 추천 0 댓글 6",추천 0,조회 480,2023.11.06 21:55:17,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3138&page=5
동원고 파이팅!,[일반],,"ㄹㅇ굳ㅋㅋ 2023.11.06 03:29:37
조회 413 추천 0 댓글 4",추천 0,조회 413,2023.11.06 03:29:37,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3137&page=5
천천고 vs 동원고,[일반],sky목푠데 어디가 좋나요?(천천동에삼),"동갤러(112.150) 2023.11.05 23:51:07
조회 872 추천 0 댓글 1",추천 0,조회 872,2023.11.05 23:51:07,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3136&page=5
동원고갈 예비 고 1 인데 동원고 시험 어떻게나오나요?,[일반],"내신 전용 문제집 풀어도됌?
- dc official App","동갤러(210.99) 2023.11.03 20:14:58
조회 726 추천 0 댓글 12",추천 0,조회 726,2023.11.03 20:14:58,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3135&page=5
임마 누구임 ㅋㅋㅋㅋ,[일반],빡갤에 ㅋㅋㅋㅋ,"ㅇㅇ(211.234) 2023.11.02 19:14:55
조회 595 추천 0 댓글 1",추천 0,조회 595,2023.11.02 19:14:55,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3134&page=5
학교에서 고인모독그만해라 일베놈들아 그래도 전 대통령이신데,[일반],렐라 걸즈 가면라이더,"ㅁㅁ(211.36) 2023.11.02 19:02:22
조회 449 추천 3 댓글 2",추천 3,조회 449,2023.11.02 19:02:22,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3133&page=5
우리 재단 경복대학교가 인서울로 편입된다??,[졸업생],외대부고 숙명여고 동원고 레츠고.,"동갤러(211.234) 2023.11.02 17:30:10
조회 523 추천 1 댓글 1",추천 1,조회 523,2023.11.02 17:30:10,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3132&page=5
가슴을 드러내고 다니면 안되잖니 아리스!!,[일반],토텔레스,"ㅇㅇ(211.36) 2023.10.30 18:33:50
조회 453 추천 4 댓글 0",추천 4,조회 453,2023.10.30 18:33:50,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3131&page=5
"피바다께 진언)ㄹㅇ 담배든 도박, 도둑질 그냥 봐주는 느낌으로 가면",[일반],라이더 좀도둑,"ㅇㅇ(221.153) 2023.10.27 20:10:54
조회 979 추천 12 댓글 0",추천 12,조회 979,2023.10.27 20:10:54,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3130&page=5
이 앰생학교 게시판은 아직도 있냐?,[졸업생],이쯤되면 자진 폐쇄해라 ㅋㅋ,"ㅇㅇ(211.36) 2023.10.26 22:55:45
조회 253 추천 3 댓글 0",추천 3,조회 253,2023.10.26 22:55:45,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3128&page=5
여기 그 허벅지꼬집던 선생님 아직계시냐,[일반],"이름은 까먹었고 수업중에 졸면

허벅지 꼬집어서 피멍들고 그랬는데

수업되게 졸리게하시던분 국어였나 그랬을거임","동갤러(118.235) 2023.10.13 23:46:59
조회 710 추천 0 댓글 1",추천 0,조회 710,2023.10.13 23:46:59,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3127&page=5
독서,[일반],독서 준ㅂ 어케함,"ㅇㅇ(104.28) 2023.10.08 12:14:18
조회 311 추천 0 댓글 2",추천 0,조회 311,2023.10.08 12:14:18,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3118&page=5
2학년 ㅂㅅㅇ,[일반],서울대 조기입학이라네요 동아리는 홀리물리임 ㅇㅇ,"동갤러(211.114) 2023.09.27 14:46:24
조회 989 추천 14 댓글 1",추천 14,조회 989,2023.09.27 14:46:24,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3117&page=5
광고에 경복대 뜨길래 생각나서 와봄,[일반],장순섭 선생님 아직 건재하시냐?,"ㅇㅇ(223.38) 2023.09.25 11:34:29
조회 530 추천 3 댓글 2",추천 3,조회 530,2023.09.25 11:34:29,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3115&page=5
님들 나 천천인 인데 동원고 댕길만함?,[일반],"제곧내

별루면.. 비평준화로 도망갈려고..킼..
- dc official App","갈치꽁치. 2023.09.23 09:20:56
조회 689 추천 0 댓글 4",추천 0,조회 689,2023.09.23 09:20:56,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3114&page=5
동원구호 준비 !,[일반],"동원동원 세계로 나가자
동원동원
야 !","동갤러(211.246) 2023.09.20 01:20:33
조회 310 추천 0 댓글 1",추천 0,조회 310,2023.09.20 01:20:33,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3113&page=5
ㄷㅇㄱㅁㅇ,[일반],동원고 이쁜쌤 없냐,"ㅇㅇ(211.114) 2023.09.13 13:25:47
조회 754 추천 8 댓글 3",추천 8,조회 754,2023.09.13 13:25:47,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3111&page=5
대단하다 동원고,[일반],번호판 가린 꼬라지가 참멋지다,"동갤러(223.38) 2023.09.07 17:26:09
조회 1693 추천 21 댓글 7",추천 21,조회 1693,2023.09.07 17:26:09,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3110&page=5
뉴진스,[일반],"동원고 근처 성대 축제에 뉴진스 오니 많관부


- 동원고 졸업생","동갤러(115.145) 2023.09.07 11:46:58
조회 353 추천 1 댓글 0",추천 1,조회 353,2023.09.07 11:46:58,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3109&page=5
학교에서 정치 얘기좀 안하면 안되냐?,[일반],좌우 막론하고 교사라는 사람이 왜 학교에서 애들한테 본인 정치색 밝히는지 ㅋㅋ,"ㅇㅇ(211.114) 2023.08.31 07:30:11
조회 992 추천 14 댓글 5",추천 14,조회 992,2023.08.31 07:30:11,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3107&page=5
근데 동원고랑 동우여고는 왜 따로따로임?,[일반],걍 합치는게 낫지 않나 뭐하러 ㅋㅋ,"ㅇㅇ(125.178) 2023.08.30 02:34:56
조회 1237 추천 9 댓글 3",추천 9,조회 1237,2023.08.30 02:34:56,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3106&page=5
동원고 작년에 의대간사람있냐???,[일반],의대 배출했나,"동갤러(121.165) 2023.08.21 23:03:51
조회 859 추천 0 댓글 1",추천 0,조회 859,2023.08.21 23:03:51,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3105&page=5
급식들아 아직 김영배쌤있냐??,[일반],"전설의 엑스칼리버 질기지않고 연해요 미숙이킬러 김영배쌤 계시냐?

갑자기 보고싶네","동갤러(118.235) 2023.08.21 17:02:26
조회 759 추천 0 댓글 3",추천 0,조회 759,2023.08.21 17:02:26,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3104&page=5
어젯밤에 1학년이랑 3학년이랑 운동장에서 맞짱뜬거 사진,[일반],"연극수업 좀 시발 폐지해라
인문학의 기초는 무슨 기초야 여기가 예술고냐?","ㅇㅇ(211.36) 2023.08.16 20:00:03
조회 1565 추천 23 댓글 0",추천 23,조회 1565,2023.08.16 20:00:03,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3103&page=5
예전에 그거 생각나네,[일반],겨울에 눈 내리면 어떤 체육선생님께서 자기 차 견인고리에 진짜 큰 철덩어리 달아놓고 학교 운동장 눈 치우셨는데.. 코너링이 엄청났었지.. 성함은 기억 안남 ㅋ 벌써 10년 가까이 된 이야기,"동갤러(211.234) 2023.08.14 02:58:44
조회 278 추천 1 댓글 0",추천 1,조회 278,2023.08.14 02:58:44,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3102&page=5
아 내일 태풍인데 안쉬냐,[일반],1학년 동붕이 오열 ㅠㅠ,"원홰인난코리안갱(112.186) 2023.08.09 20:04:01
조회 220 추천 2 댓글 0",추천 2,조회 220,2023.08.09 20:04:01,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3099&page=5
동원고 21년 수학(하) 기출이라고 돌아다니는데 혹시 아는 사람 있나,[일반],"답이 ㄴ, ㄷ이라고 돌아다니는데, ㄱ은 반례를 못찾아서 참인것 같고 ㄴ은 거짓인거 같은데.
내가 빡대가리여서 그런건지 아니면 돌아다니는 답이 다른지 모르겠다.","동갤러(218.152) 2023.08.07 20:56:06
조회 490 추천 0 댓글 0",추천 0,조회 490,2023.08.07 20:56:06,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3098&page=5
2학년 재학생 전자담배 소지자 목록,[일반],"씨발 연극수업 폐지해라
좃같은 지랄좀 적당히 해야지","ㅇㅇ(125.178) 2023.08.03 06:23:02
조회 1544 추천 18 댓글 2",추천 18,조회 1544,2023.08.03 06:23:02,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3097&page=6
수년이나 흘럿는데,[일반],"고3 담임이랑 목표 대학, 입시상담하는 중이었음
내가 a대 목표한다니까

그때 b담임 ""네가 a대 거길 가면 내 손에 장을 지져""
라고 깔무시 당했는데ㅎ

성적 장학금 받고 들어감.
b씨, 잘 있나..?ㅎ


b 때문에 악바리로 공부해서 간 게 아니라
원래 갈 수 있는 실력이었어.
6월모평인가 9월모평 마치고였음.


여자 얼굴만 밝힌다고 소문 다 낫었지
사람 일은 모른다고

안 배웠나봐?","ㅇㅇ(106.101) 2023.07.30 13:38:57
조회 693 추천 24 댓글 0",추천 24,조회 693,2023.07.30 13:38:57,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3096&page=6
루크라티브 애들 대학 잘가냐,[일반],최근 3년 기준 ㅇㅇ,"ㅇ ㅇ(211.234) 2023.07.23 15:49:21
조회 504 추천 0 댓글 3",추천 0,조회 504,2023.07.23 15:49:21,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3095&page=6
안녕하세요 4회 졸업생입니다. 궁금한게 있어 여기 들러 여쭤봅니다,[졸업생],"안녕하세요. 동원고등학교 4회 졸업생입니다.

졸업한지 벌써 30년이 흘렀네요.

아직도 봉고차 타려고 야자 끝나고 뛰 내려가던게 엊그제 같은데 말입니다.


다름 아니고 제가 다니던 시절의 선생님들 물론 대부분 다 은퇴하신거 같은데

혹시나 해서 여쭤보려 글씁니다.

혹시 지금 선생님들 중에 김영배(국어), 지호준(한문) 선생님 계신가요?

제가 바쁘단 핑계로 연락도 드리지 못했는데, 시간이 벌써 이렇게 훌쩍 흘러 뒤늦게나마

안부라도 여쭈려 합니다.

정강현 교장선생님이 당시 영어 선생님이셨고, 저 위에 두분들과 동시대 같이 지내셨으니

아마 다 은퇴는 하셨을거 같습니다. 혹 계신다면야 학교로 연락드리면 되지만

은퇴하셨다면 교무실로 연락을 드려 연락처 물어봐도 안알려주실거 같긴하네요.

그렇다면 다른 방법을 찾아보겠습니다. 감사합니다.","궁금해서 글 적습니다(203.228) 2023.07.17 14:37:44
조회 1129 추천 1 댓글 6",추천 1,조회 1129,2023.07.17 14:37:44,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3093&page=6
동원고 2학년 병신새끼들아 그만깝쳐라 진짜,[일반],"진짜 복도지나갈때마다 존나 좆패고싶네 ㅋㅋ 1학년한테 개밟힐거 같은데 ㅇㅈ?ㅋㅋ
- dc official App","동원의자랑(175.121) 2023.07.08 22:15:37
조회 1009 추천 2 댓글 3",추천 2,조회 1009,2023.07.08 22:15:37,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3092&page=6
동원고 아직도 8시이전 등교인가요?,[졸업생],2014년 2학기때 경기도 9시등교 실행할때도 8시40분이라 짜증났고 그마저도  2014.2학기만 하고 바로 폐지해서 ㅈ같았는데 아직도 8시이전 등교인가요?,"ㅇㅇ(112.149) 2023.07.06 23:55:24
조회 652 추천 0 댓글 2",추천 0,조회 652,2023.07.06 23:55:24,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3091&page=6
나름 동원고 체고 아웃풋이라 자부하는데,[졸업생],이세호이재형고석화윤정섭피바다김영배박형찬짱꼴라요런쌤들 아직 있나,"ㅇㅇ(147.46) 2023.07.05 17:12:39
조회 908 추천 0 댓글 4",추천 0,조회 908,2023.07.05 17:12:39,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3090&page=6
동붕이 선배게이야,[일반],동원고 다들 자퇴하라는데 자퇴하고 정시 입시 성공한 사례있노? 입수말고,"ㅋㅋ(223.38) 2023.07.02 17:46:23
조회 473 추천 0 댓글 4",추천 0,조회 473,2023.07.02 17:46:23,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3089&page=6
동원고 올해 졸업생 몇회냐?,[일반],제곧내,"ㅇㅇㅇ(210.100) 2023.06.27 03:01:08
조회 408 추천 0 댓글 1",추천 0,조회 408,2023.06.27 03:01:08,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3088&page=6
2층 화장실에서 은밀하게❤+,[일반],햄버거 쳐먹는 새끼 있냐 똥싸는데 옆에서 햄버거 냄새 ㅈㄴ 올라옴 ㄹㅇ 토나올거같음,"ㅇㅇ(211.36) 2023.06.26 15:59:46
조회 932 추천 4 댓글 1",추천 4,조회 932,2023.06.26 15:59:46,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3087&page=6
피바다 보고있노? 입시결과 더 ㅅㅌㅊ로 만드는 꿀팁준다,[일반],"연극수업 폐지해라 씨발 좃같은거
애미 뒤진 시간낭비밖에 더 되노?","ㅇㅇ(125.178) 2023.06.14 03:21:16
조회 1396 추천 43 댓글 1",추천 43,조회 1396,2023.06.14 03:21:16,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3086&page=6
와이바이오 특,[일반],"수시용으로 만든 동아리인데
작년에 아무도 수시로 대학 안 감
(내가 아는 선에서는)","ㅇㅇ(175.115) 2023.06.13 02:26:17
조회 607 추천 2 댓글 2",추천 2,조회 607,2023.06.13 02:26:17,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3085&page=6
동원고 꿀팁,[졸업생],"1학년때 내신 안 나오면
그냥 자퇴하고 정시올인 ㄱㄱ","ㅇㅇ(203.251) 2023.05.30 03:22:38
조회 1271 추천 10 댓글 2",추천 10,조회 1271,2023.05.30 03:22:38,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3083&page=6
짤녀 꼴리면 개추 ㅋㅋ,[일반],"그냥 바로 바니복 옆으로 재껴서 아기 방 입구에다가 임신 방망이 앞뒤로 움직이면서 노크하고 마지막에 빼서 입에 넣어서 연유 폭풍 절정 하면서 뺨 양옆으로 때리면서 새하얀 우유빛깔 피부 빨개지면 절정해서 축 쳐진 임신 방망이로 배때지 때리고 싶으면 개추 ㅋㅋ
- dc official App","ㅇㅇ 2023.05.24 23:36:43
조회 1935 추천 17 댓글 0",추천 17,조회 1935,2023.05.24 23:36:43,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3082&page=6
니들 오늘 무슨 날인지는 알고 수학여행 가냐?,[일반],"1
이미지 순서 ON
2
3
4
5
6
7
8
9
10
다들 중력절 조심하고 갔다오길 바란다","ㅇㅇ(106.101) 2023.05.23 00:55:27
조회 1057 추천 10 댓글 0",추천 10,조회 1057,2023.05.23 00:55:27,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3081&page=6
수학여행,[일반],"5월 23일인데 비행기 추락하는거 아니냐?
잘갔다와 얘들아
- dc official App","ㅇㅇ(125.178) 2023.05.22 23:16:42
조회 515 추천 2 댓글 0",추천 2,조회 515,2023.05.22 23:16:42,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3080&page=6
이성석쌤 아직 있냐,[일반],ㅇㅇ,"ㅇㅇ(39.117) 2023.05.22 02:00:38
조회 608 추천 1 댓글 1",추천 1,조회 608,2023.05.22 02:00:38,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3079&page=6
니들 대학 왤케 잘갔노,[일반],"서울대 4명에
스카이 13명 뭐노","ㅇㅇ(118.235) 2023.05.18 10:18:49
조회 1001 추천 0 댓글 4",추천 0,조회 1001,2023.05.18 10:18:49,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3078&page=6
쌤들한테,[일반],"자퇴관련해서 얘기꺼내면
보통 어떤 반응나옴?","ㅇㅇ(221.153) 2023.05.13 23:05:18
조회 319 추천 0 댓글 0",추천 0,조회 319,2023.05.13 23:05:18,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3077&page=6
동원고 강당,[일반],"강당에 농구코트 있음?
졸업한지 오래되서 강당은 거의 가지도 못했지만","태지기타(211.234) 2023.05.03 20:55:24
조회 561 추천 0 댓글 1",추천 0,조회 561,2023.05.03 20:55:24,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3072&page=6
완장게이들아,[일반],"내가 보기에 얼굴같은거 대놓고 나와있는 글은 짜르는게 맞을 거 같음

딱봐도 병신 몇몇놈들(우흥, 이기 딱좋노같은 노무현보면 웃음을 못참는) 이 지들 딴에는 와 디씨→일베→노무현→재밌는 컨셉하면서 글 싸지른거 같은데

막 히히 디씨에 우리 얘기 올리면 미친놈들이라면서 다른 애들이 좋아하겠지? 같은 좃같은 마인드가 보이니까

완장들이 저 모자란 친구들을 위해서 저딴 글은 삭제하고 병먹금해야되지 않을까

뭐 아무것도 모르는 사람이 교복만보고 어디 고등학교인지 찾아서 글을 올린건 아닌 거 같은데


+) 사실상 좃목아닌가..","ㅇㅇ(125.178) 2023.05.02 22:27:10
조회 287 추천 3 댓글 0",추천 3,조회 287,2023.05.02 22:27:10,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3071&page=6
고2 지구과학 5등급컷 몇예상하냐,[일반],ㅇㅇ,"11111(14.47) 2023.04.30 00:13:45
조회 547 추천 1 댓글 1",추천 1,조회 547,2023.04.30 00:13:45,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3068&page=6
개씹씹씹병신 좃같은 애미뒤진 동원,[일반],애미애비할애비할매부터16촌까지싹다뒤져버린일주일야갤접속시간172시간인에참백수새끼똥꼬털보다못한염병할학교,"ㅇㅇ(125.178) 2023.04.29 19:10:53
조회 1020 추천 18 댓글 0",추천 18,조회 1020,2023.04.29 19:10:53,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3067&page=6
동원고등학교 개병신,[일반],ㅈ같은 똥원,"ㅇㅇ(125.191) 2023.04.27 15:07:02
조회 993 추천 23 댓글 0",추천 23,조회 993,2023.04.27 15:07:02,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3066&page=6
고1 지금 답 없나요?,[일반],국어 89.8 과학 52.2,"ㅇㅇ(211.38) 2023.04.27 13:32:42
조회 573 추천 1 댓글 1",추천 1,조회 573,2023.04.27 13:32:42,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3065&page=6
"본인이 방금 ""고2 수능 집중반"" 검색한 동붕이면 개추ㅋㅋㅋㅋㅋ",[일반],ㅇㄷㄴㅂㅌ,"ㅇㅇ(125.178) 2023.04.27 12:33:09
조회 329 추천 1 댓글 0",추천 1,조회 329,2023.04.27 12:33:09,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3064&page=6
애미시발,[일반],공부좀 할걸,"ㅇㅇ(118.235) 2023.04.27 11:25:10
조회 252 추천 2 댓글 0",추천 2,조회 252,2023.04.27 11:25:10,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3063&page=6
여기 시험기간 언제냐,[일반],시험 안 겹치게 한번 찾아가고 싶은데,"ㅇㅇ(223.38) 2023.04.23 03:13:59
조회 323 추천 0 댓글 2",추천 0,조회 323,2023.04.23 03:13:59,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3062&page=6
밑에 댓글 보니까 작년 서울대 4명 갔다는데 팩트임?,[일반],문과 1명 이과 2명 아니었냐 셋다 수시로,"ㅇㅇ(175.115) 2023.04.23 03:12:13
조회 828 추천 0 댓글 2",추천 0,조회 828,2023.04.23 03:12:13,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3061&page=6
주말에 학교출입 ㄱㄴ?,[일반],ㅈㄱㄴ,"ㅇㅇ(221.153) 2023.04.22 00:40:01
조회 410 추천 0 댓글 2",추천 0,조회 410,2023.04.22 00:40:01,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3060&page=6
존잘 근육 ㄷㄷ,[일반],"1
이미지 순서 ON

2

3

키스 가능?","게이양성반(220.120) 2023.04.21 01:50:18
조회 684 추천 3 댓글 1",추천 3,조회 684,2023.04.21 01:50:18,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3059&page=6
대수일 인정하자,[일반],솔직히 수일이 더 좋지 않냐?,"유진안(121.125) 2023.04.20 23:30:51
조회 290 추천 0 댓글 0",추천 0,조회 290,2023.04.20 23:30:51,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3058&page=6
ㄱㅈ쌤 교감다셨구나,[일반],"동원고 졸업생으로 ㄱㅈ쌤이 제일 기억에남네

쌤이 날 기억할지 모르겠지만 ...열정적으로 마이크수업하시던게

기억나네 흡연자셔서 담배냄새도 ㅋㅋㅋㅋ

정년퇴직 얼마 안남으셨다고 말하셨던것 기억난다

사랑합니다 ㄱㅈ쌤 교감되신거 축하드려요","ㅇㅇ(118.235) 2023.04.14 01:38:20
조회 563 추천 3 댓글 0",추천 3,조회 563,2023.04.14 01:38:20,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3054&page=6
가장 이해안되는 과목,[일반],"진로(연극) <- 이거 대체 왜있는거냐?
차라리 주요과목이나 선택과목을 넣어주던가
진짜 이해하려고 해도 도저히 못하겠네;

학교 폭파마렵다..","교암장살(123.213) 2023.04.03 01:24:09
조회 1608 추천 46 댓글 3",추천 46,조회 1608,2023.04.03 01:24:09,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3052&page=6
동원고 열정남 피바다 정강현,[졸업생],"04졸업생이다

40을 바라보는 사회인이 된 지금 과거 쌤들을 돌이켜보면 열정이 참 대단했다는 생각이든다

재학생들은 정강현 교장선생님 외 쌤들 말 잘들어라

정강현은 진짜 나도 학교다닐때는 싫어했지만,,,

워라밸 이딴거 없이 인생을 학교에 갈아 넣었음","직장인(106.101) 2023.04.02 22:22:24
조회 1905 추천 12 댓글 7",추천 12,조회 1905,2023.04.02 22:22:24,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3051&page=6
작년 졸업생 장혁 아는사람?,[일반],ㅇㅇ,"ㅇㅇ(211.234) 2023.03.31 23:47:47
조회 604 추천 0 댓글 1",추천 0,조회 604,2023.03.31 23:47:47,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3049&page=6
장혁이 내 친군데,[일반],앞으로 건들지마라.,"ㅇㅇ(211.36) 2023.03.31 23:43:21
조회 433 추천 0 댓글 0",추천 0,조회 433,2023.03.31 23:43:21,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3048&page=6
동원고 설립자가 세운 경북대 레전드,[일반],,"ㅇㅇ(106.101) 2023.03.28 23:36:33
조회 1032 추천 3 댓글 2",추천 3,조회 1032,2023.03.28 23:36:33,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3047&page=6
섹스,[일반],뭐 섹스,"노무통(14.5) 2023.03.25 18:58:53
조회 421 추천 1 댓글 0",추천 1,조회 421,2023.03.25 18:58:53,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3046&page=6
니네 ㄱㅊㅅ 윤미향 실친인거암?,[일반],"자기 지인이라고
한참 윤미향땜에 시끄러웠을때 그럴사람 아니라고 커버 ㅈㄴ침","ㅇㅇ(117.111) 2023.03.22 21:26:25
조회 563 추천 1 댓글 0",추천 1,조회 563,2023.03.22 21:26:25,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3045&page=6
오늘 엘지빌리지 갔다가,[졸업생],"이성식인지 이상식인지 영어 가르치던 쌤 봤다

은퇴했나?

인사할까말까 하다가 내 명함 보고 학교 부를까봐 안함","ㅋㅋ(112.152) 2023.03.20 01:51:05
조회 525 추천 0 댓글 1",추천 0,조회 525,2023.03.20 01:51:05,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3044&page=6
여기 학교 슨상 좌빨밖에 없음?,[일반],"특히 국사 쌤 좀 심하던데
수업시간 다까먹고
1학년임","ㅇㅇ(211.38) 2023.03.17 22:14:02
조회 1515 추천 11 댓글 12",추천 11,조회 1515,2023.03.17 22:14:02,https://gall.dcinside.com/mgallery/board/view/?id=swdwgall&no=3043&page=6
