제목,말머리,내용,글쓴이,추천수,조회수,날짜,링크
XX교 게이야,,게이야,"ㅇㅇ(118.235) 2021.11.29 08:38:23
조회 146 추천 5 댓글 4",추천 5,조회 146,2021.11.29 08:38:23,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=153&page=2
나(오늘부터04)현역으로대학감,,03아님이제 ㅇㅇ,"익명의김x규 2021.11.26 08:37:16
조회 116 추천 0 댓글 3",추천 0,조회 116,2021.11.26 08:37:16,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=152&page=2
김x규 게이야 어디갔노…,,수능 잘봤노?,"ㅇㅇ(14.4) 2021.11.24 18:34:05
조회 80 추천 0 댓글 1",추천 0,조회 80,2021.11.24 18:34:05,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=151&page=2
형님들 누님들 수능 화이팅입니다!,,"전날에는 푹 주무시고

꼭 좋은 결과 있기를 바랍니다!","ㅇㅇ(1.241) 2021.11.17 08:36:16
조회 57 추천 0 댓글 5",추천 0,조회 57,2021.11.17 08:36:16,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=150&page=2
갤닉 ㅇㅇ(61.77),,내친구.,"ㅇㅇ(106.255) 2021.11.05 17:51:41
조회 53 추천 0 댓글 0",추천 0,조회 53,2021.11.05 17:51:41,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=149&page=2
드가자,,https://krunker.io/?game=SEO:q4wmt,"ㅇㅇ(61.77) 2021.10.29 13:48:15
조회 35 추천 0 댓글 0",추천 0,조회 35,2021.10.29 13:48:15,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=148&page=2
개쓰레기버러지인생,,수면시간6시간,"익명의김x규 2021.10.26 08:01:32
조회 89 추천 1 댓글 6",추천 1,조회 89,2021.10.26 08:01:32,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=147&page=2
요!,,커여운 호노삐 보고가 유찬아,"ㅇㅇ(223.38) 2021.10.24 05:05:28
조회 80 추천 5 댓글 1",추천 5,조회 80,2021.10.24 05:05:28,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=146&page=2
내일점심추천좀요ㅇㅇ?,,네,"익명의김x규 2021.10.23 00:33:16
조회 60 추천 0 댓글 3",추천 0,조회 60,2021.10.23 00:33:16,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=145&page=2
나변x섭인데,,이유찬솔직히좆같다죽이고싶음,"유동변x섭(8.37) 2021.10.22 23:36:20
조회 137 추천 1 댓글 4",추천 1,조회 137,2021.10.22 23:36:20,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=144&page=2
↓무지개반사,,걍 ㅋㅋ,"백운고 이x찬(61.77) 2021.10.21 16:10:04
조회 42 추천 0 댓글 0",추천 0,조회 42,2021.10.21 16:10:04,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=143&page=2
ㄴ변x섭임,,ㅇ,"ㅇㅇ(61.77) 2021.10.20 14:16:09
조회 57 추천 0 댓글 1",추천 0,조회 57,2021.10.20 14:16:09,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=142&page=2
치타는 웃고있다.,,"이사진 보면 뭐가 느껴지나?빠르다고 하는 경주견이라고 해봐야
야생의 치타에게는 고작개일뿐이다.

몇초 늦게 출발하더라도
우월한차이로 따돌릴수 있는 아예 종자가 다른놈이다.

[나]는 현재 치타처럼
고고하게 관망하고 있을뿐이다.
다른 수험생들이 아무리 날뛰어봐야
치타앞의 경주견일뿐 ..
결국 수석은 내가 될게 뻔하다.


나는 밸런스를 위해..
대한민국 수능 발전을 위해..
잠시 쉬어주는것일뿐..

이제 출발한다
수능의 치타 내가..
다른 경주견들은 직감적으로 긴장하기 시작했다...


D-395","닉네임뭐하노 2021.10.18 14:11:44
조회 60 추천 1 댓글 0",추천 1,조회 60,2021.10.18 14:11:44,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=141&page=2
슬슬+1을확정지어보실까나,,큭큭,"익명의김x규 2021.10.17 10:31:32
조회 60 추천 1 댓글 1",추천 1,조회 60,2021.10.17 10:31:32,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=140&page=2
30일정도 남은시점,,걍 奀됬단 생각밖에 안든다,"ㅇㅇ(175.116) 2021.10.17 01:49:24
조회 48 추천 0 댓글 2",추천 0,조회 48,2021.10.17 01:49:24,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=139&page=3
영어점수 ㅗㅜㅑ,,29점 애미가 뒤졌노 씨2팔 wwww,"광양(218.233) 2021.10.16 03:59:39
조회 62 추천 0 댓글 2",추천 0,조회 62,2021.10.16 03:59:39,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=138&page=3
졸립군,,자보실까나,"익명의김x규 2021.10.15 08:33:59
조회 50 추천 0 댓글 4",추천 0,조회 50,2021.10.15 08:33:59,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=137&page=3
병언가는중,,힝구,"익명의김x규 2021.10.13 13:54:55
조회 37 추천 0 댓글 0",추천 0,조회 37,2021.10.13 13:54:55,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=136&page=3
shangus,,"살아있다.
- dc official App","어둠의 이x찬(61.77) 2021.10.13 12:42:38
조회 55 추천 0 댓글 1",추천 0,조회 55,2021.10.13 12:42:38,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=135&page=3
이비에스만점마무리를풀어라.,,오직연계만이살길이다수특수완을,"익명의김x규 2021.10.11 00:51:14
조회 40 추천 0 댓글 0",추천 0,조회 40,2021.10.11 00:51:14,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=134&page=3
"한양대,오직한양대",,에리카,"익명의김x규 2021.10.11 00:50:39
조회 67 추천 0 댓글 0",추천 0,조회 67,2021.10.11 00:50:39,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=133&page=3
나김x규39일전에롤을즐기는남자,,,"익명의김x규 2021.10.11 00:49:42
조회 31 추천 0 댓글 0",추천 0,조회 31,2021.10.11 00:49:42,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=132&page=3
여기 갤은 이제 원맨갤이노,,wwwwww,"광양(117.111) 2021.10.07 03:21:16
조회 65 추천 0 댓글 1",추천 0,조회 65,2021.10.07 03:21:16,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=131&page=3
꽃이 지고서야 봄인줄 알았읍니다.,,"광양 게이들 다 내신공부하러감?
안보이노ㅜㅜ","닉네임뭐하노 2021.10.06 23:24:49
조회 50 추천 0 댓글 2",추천 0,조회 50,2021.10.06 23:24:49,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=130&page=3
튜링러브미츠미아땃땃떼토케나이멜로,,됴야,"익명의김x규 2021.10.06 23:02:29
조회 51 추천 0 댓글 2",추천 0,조회 51,2021.10.06 23:02:29,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=129&page=3
망갤ㅅㅂ이,,,"익명의김x규 2021.10.06 01:15:04
조회 38 추천 0 댓글 0",추천 0,조회 38,2021.10.06 01:15:04,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=128&page=3
일찍일어나는법고가삼,,팔아,"익명의김x규 2021.10.04 10:41:45
조회 24 추천 0 댓글 0",추천 0,조회 24,2021.10.04 10:41:45,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=127&page=3
47일은서울대를가기엔너무짧은시간이다.,,재수를해라재수만이살,"익명의김x규 2021.10.02 10:58:19
조회 35 추천 0 댓글 0",추천 0,조회 35,2021.10.02 10:58:19,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=126&page=3
다메다메다메다메다메,,도야,"익명의김x규 2021.10.02 10:57:12
조회 18 추천 0 댓글 0",추천 0,조회 18,2021.10.02 10:57:12,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=125&page=3
4의규칙으로4점을받아라.,,3의규칙으로30점을,"익명의김x규 2021.09.30 23:18:49
조회 27 추천 0 댓글 0",추천 0,조회 27,2021.09.30 23:18:49,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=124&page=3
브릿지투킬러로킬러를썰어라,,킬러를,"익명의김x규 2021.09.30 23:17:58
조회 32 추천 0 댓글 1",추천 0,조회 32,2021.09.30 23:17:58,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=123&page=3
기하이는 삼수선의 정리로 삼수생을 썰어버린다.,,재수를해라재수만이구원,"익명의김x규 2021.09.28 20:32:27
조회 30 추천 0 댓글 0",추천 0,조회 30,2021.09.28 20:32:27,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=122&page=3
선배들 질문있음다,,윤사쌤이 우리학교 1.9면 중앙대 못쓴다던데 ㄹㅇ임? 아님 MSG?,"ㅇㅇ(1.241) 2021.09.25 22:18:27
조회 73 추천 0 댓글 2",추천 0,조회 73,2021.09.25 22:18:27,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=121&page=3
의왕게이들아,,너희는 학교 가노? 아님 온라인이노?,"광양(223.39) 2021.09.24 22:43:59
조회 118 추천 0 댓글 1",추천 0,조회 118,2021.09.24 22:43:59,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=120&page=3
6반한명왓다노ㅋㅋ,,가정학습개좆됫다노ㅋㅋ,"공부안하는어둠의변x섭(61.77) 2021.09.23 15:28:42
조회 80 추천 0 댓글 0",추천 0,조회 80,2021.09.23 15:28:42,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=119&page=3
노 .,,현,"ㅇㅇ(61.77) 2021.09.23 15:28:02
조회 39 추천 0 댓글 0",추천 0,조회 39,2021.09.23 15:28:02,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=118&page=3
무 .,,무,"ㅇㅇ(61.77) 2021.09.23 15:27:49
조회 28 추천 0 댓글 0",추천 0,조회 28,2021.09.23 15:27:49,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=117&page=3
현 .,,노,"ㅇㅇ(61.77) 2021.09.23 15:27:35
조회 22 추천 0 댓글 0",추천 0,조회 22,2021.09.23 15:27:35,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=116&page=3
올어바웃을 작년에 깨우쳤다면...,,올해는 달랐을까,"ㅇㅇ(175.121) 2021.09.22 13:31:24
조회 69 추천 0 댓글 1",추천 0,조회 69,2021.09.22 13:31:24,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=115&page=3
일기장쓸게없음어캄,,가질사람어디잇냐노ㅠㅠ,"익명의김x규 2021.09.22 01:19:07
조회 53 추천 0 댓글 2",추천 0,조회 53,2021.09.22 01:19:07,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=114&page=3
주딱아 고맙다잇,,너의 냥이 펀치콘 내가 쓰니깐 우리 백운고 전부가 다 이거 쓴다 ㅋㅋㅋ,"광양(223.62) 2021.09.20 22:18:57
조회 51 추천 0 댓글 4",추천 0,조회 51,2021.09.20 22:18:57,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=113&page=3
추석에 공부안하면 내년 설날에 공부한다.,,반박시 인정,"ㅇㅇ(175.121) 2021.09.19 21:32:30
조회 68 추천 1 댓글 1",추천 1,조회 68,2021.09.19 21:32:30,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=112&page=3
개추와 비추가 동시에 달리는 짤,,ㅇㅇ,"ㅇㅇ(175.116) 2021.09.16 09:05:05
조회 260 추천 8 댓글 6",추천 8,조회 260,2021.09.16 09:05:05,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=110&page=3
갤이 뒤졌노,,주딱 게이야 이럴꼬면 의왕똥꼬 버리고 광양으로 붙어라 이기,"광양(117.111) 2021.09.15 22:41:49
조회 51 추천 1 댓글 2",추천 1,조회 51,2021.09.15 22:41:49,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=109&page=3
나념글가고싶은데개추좀ㅇㅇ,,념글안가면광양다차단박음,"익명의김x규 2021.09.13 17:56:29
조회 126 추천 7 댓글 6",추천 7,조회 126,2021.09.13 17:56:29,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=108&page=3
어씨발이거뭐냐,,"1
이미지 순서 ON

이런씨발홍어새끼들이엿노????????
왠지뒷통수가얼얼하다햇노씨이발민주화당할뻔","익명의김x규 2021.09.11 23:14:10
조회 118 추천 0 댓글 5",추천 0,조회 118,2021.09.11 23:14:10,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=107&page=3
하와와,,광양에는 없는 학교 풍경,"ㅇㅇ(180.70) 2021.09.11 19:19:40
조회 169 추천 12 댓글 5",추천 12,조회 169,2021.09.11 19:19:40,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=106&page=3
저는사실광양백운고다노ㅠㅠㅠㅠㅠㅠ,,3학년김x규라노ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,"익명의김x규 2021.09.11 17:44:17
조회 110 추천 1 댓글 1",추천 1,조회 110,2021.09.11 17:44:17,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=105&page=3
광양백운고 글좀 막아라,,시발,"백운(175.121) 2021.09.11 16:58:07
조회 205 추천 5 댓글 1",추천 5,조회 205,2021.09.11 16:58:07,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=104&page=3
오명환 교장님 사랑해요,,,"ㅇㅇ(58.231) 2021.09.11 09:28:09
조회 87 추천 0 댓글 0",추천 0,조회 87,2021.09.11 09:28:09,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=103&page=3
백운고 이벤트 공지,,"교복 또는 검은색 슬랙스를 가장 성실하게 입고 온 반에게 매달 마지막 주에 치킨을 드립니다!

https://www.youtube.com/watch?v=7Z9kHLtAZ4Q","ㅇㅇ(218.233) 2021.09.11 01:06:29
조회 153 추천 4 댓글 3",추천 4,조회 153,2021.09.11 01:06:29,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=102&page=3
학원이랑인강도순공시간포함해주세요ㅠㅠㅠㅠㅠㅠㅠㅠㅠ,,하루더빠짐없이12시간이다노ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅍ,"익명의김x규 2021.09.10 18:00:00
조회 47 추천 0 댓글 0",추천 0,조회 47,2021.09.10 18:00:00,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=101&page=3
광양백운고←근본없는 진짜이유,,얘네 원래 이름 동광양고등학교였음 ㅇㅇ,"ㅇㅇ(61.77) 2021.09.09 15:24:15
조회 225 추천 2 댓글 4",추천 2,조회 225,2021.09.09 15:24:15,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=100&page=3
shangus ^^ㅣ발아 교실에서 마스크좀 써라,,너만 벗고 있잖아 ^^ㅣ발,"ㅇㅇ(61.77) 2021.09.09 15:22:09
조회 79 추천 1 댓글 2",추천 1,조회 79,2021.09.09 15:22:09,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=99&page=3
가정 학습 다 쓰면 내신 챙기는 년들은 밥 누구랑 먹음?,,시발,"ㅇㅇ(61.77) 2021.09.09 15:20:07
조회 86 추천 0 댓글 5",추천 0,조회 86,2021.09.09 15:20:07,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=98&page=3
솔직히 의왕보다 광양이 호감이다노ㅠㅠ,,똥글똥댓다안쌈스레기들,"익명의김x규 2021.09.08 16:55:53
조회 108 추천 0 댓글 2",추천 0,조회 108,2021.09.08 16:55:53,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=97&page=3
(의왕)백운고 가정학습 언제부터되는거임?,,"알려""줘""","호감유동이되고싶어(61.77) 2021.09.08 11:30:43
조회 75 추천 0 댓글 2",추천 0,조회 75,2021.09.08 11:30:43,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=96&page=3
*** 집중을 위한 빗소리 + 뇌파소리 (바이노럴비트) ***,,"https://youtu.be/oFPiKwt3A10
- dc official App","Jamjali(66.30) 2021.09.07 03:41:45
조회 35 추천 0 댓글 1",추천 0,조회 35,2021.09.07 03:41:45,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=95&page=3
백운고 원격수업 개꿀,,확진자 20명 나와서 집 와서 원격수업 함 엌ㅋㅋ,"광양(218.233) 2021.09.06 12:46:56
조회 50 추천 0 댓글 0",추천 0,조회 50,2021.09.06 12:46:56,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=94&page=3
호감수업물2는개추야ㅋㅋ,,깔깔ㅋㅋ,"익명의김x규 2021.09.06 11:20:34
조회 54 추천 0 댓글 2",추천 0,조회 54,2021.09.06 11:20:34,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=93&page=3
주딱더귀찮다주딱할사람,,"검증된앰창인생병신만이할수잇워용







3디시콘 보기
ㄹㅇ줄거닉가말해ㅇㅇ","익명의김x규 2021.09.03 20:51:51
조회 54 추천 3 댓글 3",추천 3,조회 54,2021.09.03 20:51:51,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=92&page=3
76일 남은 시점... 여기 주면 가냐?,,주면 절하면서 가지 ㅋㅋ,"닉네임뭐하노 2021.09.03 15:15:50
조회 93 추천 0 댓글 0",추천 0,조회 93,2021.09.03 15:15:50,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=91&page=3
본인이,,졸업사진 찍어서 신나는 의왕백운게이면 개추ㅋㅋㅋㅋㅋㅋㅋㅋ,"ㅇㅇ(61.77) 2021.09.03 14:12:36
조회 97 추천 3 댓글 2",추천 3,조회 97,2021.09.03 14:12:36,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=90&page=3
저희광양백운고는의왕백운고분들에게충성을맹세한다노ㅠㅠㅠㅠㅠ,,ㄹ유ㅠㅠㅠㅠㅠ,"익명의광양(61.77) 2021.09.03 11:18:54
조회 220 추천 5 댓글 4",추천 5,조회 220,2021.09.03 11:18:54,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=89&page=3
광양 게이들만 봥,,공부나 해라ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"ㅇㅇ(180.70) 2021.09.02 23:08:27
조회 286 추천 15 댓글 6",추천 15,조회 286,2021.09.02 23:08:27,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=88&page=4
생각해보니 1년 더 하는것도 나쁘지 않은것같다,,시발ㅋㅋ,"닉네임뭐하노 2021.09.02 21:58:48
조회 58 추천 0 댓글 1",추천 0,조회 58,2021.09.02 21:58:48,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=87&page=4
충격고백)단또올린거나임ㅠㅠㅠㅠ,,김x재가시작햇음,"익명의김x규 2021.09.02 15:37:36
조회 63 추천 0 댓글 3",추천 0,조회 63,2021.09.02 15:37:36,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=86&page=4
정보실노트북개씹상땃쥐노ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,,이게백운고?????????????????????????????(의왕),"익명의김x규 2021.09.02 14:56:19
조회 66 추천 1 댓글 2",추천 1,조회 66,2021.09.02 14:56:19,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=85&page=4
9모개처럼멸망ㅋㅋㅋㅋㅋㅋㅋ,,,"익명의김x규 2021.09.02 08:00:55
조회 36 추천 0 댓글 0",추천 0,조회 36,2021.09.02 08:00:55,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=84&page=4
응애,,공부하기 시러,"ㅇㅇ(180.70) 2021.08.31 23:32:12
조회 46 추천 2 댓글 1",추천 2,조회 46,2021.08.31 23:32:12,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=83&page=4
졸려서 공부를못하겠노,,야발,"닉네임뭐하노 2021.08.31 18:40:46
조회 49 추천 0 댓글 1",추천 0,조회 49,2021.08.31 18:40:46,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=82&page=4
9모별로걱정안되면개추ㅋㅋㅋㅋ,,공부안함.,"익명의김x규 2021.08.30 20:22:34
조회 82 추천 5 댓글 5",추천 5,조회 82,2021.08.30 20:22:34,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=81&page=4
생명과학1 공부하기 ㅈㄴ 싫네요,,물리할걸 시발,"ㅇㅇ(175.121) 2021.08.30 19:36:29
조회 54 추천 0 댓글 3",추천 0,조회 54,2021.08.30 19:36:29,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=80&page=4
나의 수학 공부 방법,,수학 수시 정시 둘 다 안들어가서 수학 시간 때 자면 됩니다 ㅋㅋㄹㅃㅃ,"슈갤나 2021.08.29 13:28:08
조회 110 추천 5 댓글 3",추천 5,조회 110,2021.08.29 13:28:08,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=79&page=4
나방금일남ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,시간버그냐,"익명의김x규 2021.08.29 12:00:50
조회 51 추천 0 댓글 5",추천 0,조회 51,2021.08.29 12:00:50,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=78&page=4
본인이 인사시켜놓고 안보는 현주면 개추,,일단 나부터ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"ㅇㅇ(180.70) 2021.08.28 18:57:12
조회 157 추천 16 댓글 5",추천 16,조회 157,2021.08.28 18:57:12,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=77&page=4
얼리버드공부입갤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,,"익명의김x규 2021.08.28 07:53:52
조회 39 추천 1 댓글 2",추천 1,조회 39,2021.08.28 07:53:52,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=76&page=4
지구실모추천해줄사람@@,,문과는나가,"익명의김x규 2021.08.28 00:02:10
조회 54 추천 0 댓글 2",추천 0,조회 54,2021.08.28 00:02:10,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=75&page=4
하와와,,나 여고생쟝,"ㅇㅇ(180.70) 2021.08.27 23:17:37
조회 47 추천 3 댓글 2",추천 3,조회 47,2021.08.27 23:17:37,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=74&page=4
러셀 quel 국어 h 2회후기,,"1회보다좋앗음

잘잣다비문학23지문에서8갠가나감

문학화작다맞앗는데씨이발","익명의김x규 2021.08.27 20:02:54
조회 149 추천 5 댓글 2",추천 5,조회 149,2021.08.27 20:02:54,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=73&page=4
사문탐<<<<<좆같으면 개추,,,"ㅇㅇ(121.190) 2021.08.27 17:40:09
조회 144 추천 18 댓글 1",추천 18,조회 144,2021.08.27 17:40:09,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=71&page=4
야나xx인데,,배고프다.,"ㅇㅇ(61.77) 2021.08.27 15:17:21
조회 44 추천 1 댓글 1",추천 1,조회 44,2021.08.27 15:17:21,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=69&page=4
사문탐 ← 교과서 없으면 개추 ㅋㅋ,,일단 난 아님,"ㅇㅇ(61.77) 2021.08.27 14:56:07
조회 122 추천 1 댓글 1",추천 1,조회 122,2021.08.27 14:56:07,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=68&page=4
파딱 좀,,파딱 안주면 vpn키고 할카스 달린다,"shangus(61.77) 2021.08.27 14:22:02
조회 58 추천 0 댓글 2",추천 0,조회 58,2021.08.27 14:22:02,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=67&page=4
광양백운고필독@@@@@@@@@@@@@,,"https://gall.dcinside.com/mgallery/board/view/?id=baekunhs&no=28&page=1


너네가져","익명의김x규 2021.08.27 14:20:42
조회 130 추천 2 댓글 5",추천 2,조회 130,2021.08.27 14:20:42,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=66&page=4
파딱좀,,갤주 옆자리에 있어용,"ㅇㅇ(61.77) 2021.08.27 14:18:50
조회 34 추천 0 댓글 1",추천 0,조회 34,2021.08.27 14:18:50,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=65&page=4
응애 나 애기,,,"ㅇㅇ(180.70) 2021.08.27 00:43:00
조회 45 추천 0 댓글 1",추천 0,조회 45,2021.08.27 00:43:00,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=64&page=4
"파딱 ""줘""",,"갤주야 인증해야되냐 굳이
사실상 창립멤버인데","닉네임뭐하노 2021.08.27 00:41:26
조회 53 추천 0 댓글 1",추천 0,조회 53,2021.08.27 00:41:26,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=63&page=4
진정한 백운인 인증합니다,,"광양백운고 학생입니다.
파딱 내놔","슈갤나 2021.08.26 16:02:08
조회 233 추천 6 댓글 3",추천 6,조회 233,2021.08.26 16:02:08,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=62&page=4
파딱할사람@@@@@@,,검증된 백운인만 가능합디다,"익명의김x규 2021.08.26 15:07:07
조회 51 추천 0 댓글 1",추천 0,조회 51,2021.08.26 15:07:07,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=61&page=4
백운고등학교 갤러리는 백운고 학생의 것,,고로 이 갤러리는 광양백운고의 것이기도 하지요,"광양(117.111) 2021.08.25 23:33:45
조회 191 추천 5 댓글 2",추천 5,조회 191,2021.08.25 23:33:45,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=60&page=4
내일기장인데뭔니들꺼임??????????????,,,"익명의김x규 2021.08.25 20:16:20
조회 92 추천 6 댓글 0",추천 6,조회 92,2021.08.25 20:16:20,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=59&page=4
아니 ㅅㅂ 갤러리이름 못바꾸노?,,광양백운고는 철수하시기 바랍니다,"ㅇㅇ(175.116) 2021.08.25 17:24:42
조회 82 추천 1 댓글 0",추천 1,조회 82,2021.08.25 17:24:42,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=58&page=4
여긴 이제부터 광양백운고 갤러리다,,그렇게 알아라,"ㅇㅇ(117.111) 2021.08.25 13:24:25
조회 169 추천 5 댓글 2",추천 5,조회 169,2021.08.25 13:24:25,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=57&page=4
수시공부가정시공부야~,,생기부정시에도들어가~,"익명의김x규 2021.08.24 22:21:27
조회 43 추천 1 댓글 0",추천 1,조회 43,2021.08.24 22:21:27,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=56&page=4
형들,,내신 2후~3초중 나오면 어디까지 됨? 수원대나 숭실대 ㄱㄴ?,"ㅇㅇ(1.241) 2021.08.24 04:35:15
조회 94 추천 1 댓글 5",추천 1,조회 94,2021.08.24 04:35:15,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=55&page=4
이 정도 성적이면 어디 대학교 갈 수 있음,,4후반이면 상명대 청강대 부산대 ㅆㄱㄴ?,"광양(117.111) 2021.08.23 17:12:27
조회 149 추천 0 댓글 2",추천 0,조회 149,2021.08.23 17:12:27,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=54&page=4
본인주요일정ㄷㄷㄷㄷㄷㄷㄷ,,"재수

니애미","익명의김x규 2021.08.22 14:47:19
조회 43 추천 1 댓글 1",추천 1,조회 43,2021.08.22 14:47:19,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=53&page=4
"""의왕백운고"" 2학기 주요일정",,"09월0901 9월모의평가

10월

1012 10월 전국연합
1014~1015 , 1018~1019 1차지필고사

11월
1117 예비소집일
1118 수능","ㅇㅇ(175.116) 2021.08.20 22:38:26
조회 104 추천 0 댓글 2",추천 0,조회 104,2021.08.20 22:38:26,https://gall.dcinside.com/mini/board/view/?id=phsfanclub&no=52&page=4
