제목,말머리,내용,글쓴이,추천수,조회수,날짜,링크
너가 키운 꽃과 나무를 안고,,뽀뽀,"ㅇㅇ(210.120) 2025.03.26 01:32:00
조회 41 추천 0 댓글 1",추천 0,조회 41,2025.03.26 01:32:00,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=121&page=3
다음 장소는 교실이다,,긴장해라 ㅋㅋㅋ,"광갤러(210.120) 2025.03.25 22:30:34
조회 48 추천 0 댓글 1",추천 0,조회 48,2025.03.25 22:30:34,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=120&page=3
ㅈrㅇㅟ후기,,담배그만피워라썅년들아,"광갤러(210.120) 2025.03.24 23:19:21
조회 98 추천 1 댓글 2",추천 1,조회 98,2025.03.24 23:19:21,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=119&page=3
음식물 쓰레기더미에 머리를 박으면,,"분명 악취가 구토를 유발하겠지
그 토사물은 분명 음식물 찌꺼기들과 함께 얼굴을 더럽히겠지.
그리고 너희들은 서로의 얼굴을 핥아야할거야","ㅇㅇ(118.235) 2025.03.24 20:36:54
조회 41 추천 1 댓글 0",추천 1,조회 41,2025.03.24 20:36:54,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=118&page=3
얘들아,,"똥 먹어줘
그리고 음식물 쓰레기 더미에 머리를 박아줘
그리고 다시 똥을 싸줘
오줌도 같이 싸줘
사랑해 얘들아","ㅇㅇ(118.235) 2025.03.24 20:15:44
조회 32 추천 3 댓글 0",추천 3,조회 32,2025.03.24 20:15:44,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=117&page=3
여기 완장?은 몇살일까,,ㅇㅇ..,"광갤러(210.120) 2025.03.23 22:51:35
조회 37 추천 0 댓글 0",추천 0,조회 37,2025.03.23 22:51:35,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=114&page=3
내일 여자화장실에서,,자ㅇㅜㅣ해야딩,"광갤러(210.120) 2025.03.23 22:30:12
조회 99 추천 3 댓글 1",추천 3,조회 99,2025.03.23 22:30:12,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=113&page=3
오늘 급식,,초콜릿이 존맛 ㅋㅋㅋㅋ,"청갤러(1.240) 2025.02.04 13:08:48
조회 98 추천 1 댓글 0",추천 1,조회 98,2025.02.04 13:08:48,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=112&page=3
계엄령ㅋㅋ,,"하루뒤에 엄마 속에 계엄준비중인 수험생이면 개추
- dc official App","남양주호빠1지명표율 2024.12.05 16:09:36
조회 212 추천 0 댓글 1",추천 0,조회 212,2024.12.05 16:09:36,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=105&page=3
.,,요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!요이사키 카나데 화이팅!!!!!,"광갤러(121.163) 2024.08.26 02:02:44
조회 449 추천 30 댓글 1",추천 30,조회 449,2024.08.26 02:02:44,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=103&page=3
농어촌 개꿀빨거면 ㄱㄱ,,"https://open.kakao.com/o/gWcNViCg
 농어촌 메디컬 정보공유방
#농어촌 #메디컬 #농어촌 #농어촌전형
open.kakao.com","ㅇㅇ(118.38) 2024.07.11 17:11:38
조회 208 추천 0 댓글 0",추천 0,조회 208,2024.07.11 17:11:38,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=101&page=3
조직스토킹 피해를 당하고 있어요,,"이 얘기를 주위 사람들에게 알리길 바랍니다

제가 도서관 가는길에  그사람과  마주치고 그 사람이 동생에게 제 이름을 알아오라고 지시한후로
저에게 조직스토킹과 도청이 일어나기 시작했습니다

24시간 제가 깨어있는 시간내내
저를 포함한 저희가족, 친척과 관련해서 저에게 성적희롱과 조롱을 하고 협박합니다
저희집 내부를 전부 보고있다고 말합니다
집주소(+비밀번호) 저희가족 친척 이름
심지어 저희부모 통장비밀번호까지 알고있다고 말합니다

밥도 제대로 먹을수없게 괴롭힙니다
협박하면서 잠도 자지못하게 해서
밤을 샌적이 수도 없이 많습니다
제가 죽는 그순간까지 계속 할거라고 말합니다

그 사람이 누구인지 직감적으로 아실거라고 봅니다

절대 그 사람과 가까이하지 않길 바랍니다

제 인생은 그 사람으로 인해 망했습니다
제가 제 자신을 포기할수밖에 없는 상황입니다

제가 이걸 보내는 이유는
조심하라는 차원에서 보내는겁니다

당신도 그 사람의 표적이 될수있습니다.

그로인해 저희 부모 차 사고 났습니다
- dc official App","광갤러(118.235) 2024.06.19 18:42:21
조회 240 추천 0 댓글 1",추천 0,조회 240,2024.06.19 18:42:21,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=99&page=3
"광동고 1,3학년은 예쁜 애들 많은데",,"2학년 무슨 일임
- dc official App","광갤러(223.38) 2024.05.14 20:07:41
조회 551 추천 4 댓글 2",추천 4,조회 551,2024.05.14 20:07:41,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=97&page=3
지금부터 광동고 갤러리는 네네코 마시로가 점령한다.,,"다 꺼지쇼
- dc official App","ㅇㅇㅇ(112.147) 2024.05.12 20:30:33
조회 191 추천 11 댓글 0",추천 11,조회 191,2024.05.12 20:30:33,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=96&page=3
광동고 수준,,"1
이미지 순서 ON
2
3
4
5
구글에 광동고등학교 검색하면 나오는 리뷰들이고

별점은 2점대

요즘도 학교 수준 이럼?
- dc official App","광갤러(211.234) 2024.03.17 20:56:34
조회 678 추천 3 댓글 2",추천 3,조회 678,2024.03.17 20:56:34,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=95&page=3
싱글벙글 광동고 출신인물...jpg,,"신윤섭...!


최초 광동고 출신  지인능욕범 !!!

https://archive.is/HrOmi

 지인능욕범 광동고 신윤섭 | 디지털 교도소
보관 2020년 7월 13일 22:53:03 UTC
archive.is


구글링 뒤지다가 나왔는데 뭐냐??ㅋㅋ","광갤러(104.244) 2024.01.11 12:43:27
조회 1527 추천 8 댓글 0",추천 8,조회 1527,2024.01.11 12:43:27,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=91&page=3
진접읍 존나 거지새끼들 사는 동네 아니냐? ㅋ,,ㅋㅋㅋㅋㅋ '읍'에 사는 병신새끼들 ㅉㅉ,"광갤러(119.203) 2023.12.05 18:22:15
조회 632 추천 1 댓글 3",추천 1,조회 632,2023.12.05 18:22:15,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=90&page=3
가정학습,,"광동고 지금 가정학습 쓸 수 있냐?
- dc official App","광갤러(112.157) 2023.09.04 01:49:15
조회 241 추천 0 댓글 1",추천 0,조회 241,2023.09.04 01:49:15,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=86&page=3
여기 신입생 내신 커트라인 몇이냐?,,대충 150 잡으면 되냐,"광갤러(112.148) 2023.08.17 03:03:52
조회 455 추천 0 댓글 1",추천 0,조회 455,2023.08.17 03:03:52,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=85&page=3
담배 화장실에서 그만좀 펴라,,제정신이냐,"ㅇㅇ(180.70) 2023.07.07 20:35:18
조회 328 추천 0 댓글 0",추천 0,조회 328,2023.07.07 20:35:18,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=84&page=3
아직도,,"한병준

김태석

전재현?

있냐?

ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
- dc official App","ㅇㅇ(176.113) 2023.06.26 20:56:33
조회 181 추천 0 댓글 0",추천 0,조회 181,2023.06.26 20:56:33,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=83&page=3
최승원 개새기야,,싸이버거 사줘라,"ㅇㅇ(112.159) 2023.06.10 15:41:29
조회 456 추천 1 댓글 1",추천 1,조회 456,2023.06.10 15:41:29,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=82&page=3
다울,,다울 다울 다울,"ㅇㅇ(106.101) 2023.03.14 17:51:24
조회 237 추천 0 댓글 1",추천 0,조회 237,2023.03.14 17:51:24,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=81&page=3
오늘 개학식인거 같아서 꿀팁 푼다,,"한국지리<< 쌤은 괜찮은데 시험범위 고봉밥임
사문,정법<<수업 20분하고 시험개쉬움
생윤<<아재개그의 신 그자체 초반은 좀 노잼인데 그이후로 개웃김
세계사<< 다 좋은데 가끔 야마돌면 못말림 그럼 빨리 공부하는척해라
국영수<<걍 운빨 그자체 1명정상 1명또라이 근데 요즘엔 반반씩 나눠서 수업하더라? 걍 뽑기 잘하길 기도하셈

ㅎㅈㅇ<<스윗 그자체임 근데 담배걸리거나 싸가지 없게 한다? 바로 교실밖으로 내쫒고 교무실행

ㅇㅅㅎ<<<<이새끼 담임, 과목 걸렸으면 걍 ㅈ됐다고 봐야된다 작년에 이새끼가 학생들 수행평가본다고 1학기 동안 애들 발표만시키고 지는 수업안하고 넷플만보고 그 수행점수 마저도 제대로 채점 안해놓고 ㅈㄹ함 게다가 아예 수행 안본새끼들 점수도 미리 매겨놓고 수정도 안했다, 그러고서 누가 교육부에 찔렀는지 2학기엔 수업 하는데 고3들한테 한다는게 단점ㅋㅋ 그러고서 수업 안듣는다고 욕함
하지만 좋은거 딱 하나있다 바로 여미새임 자기가 좀 예쁘다 싶으면 웃으면서 잘해줘라 ㄹㅇ 바로 수행 만점준다 작년에도 그랬거든 ㅇㅇ

이과 쌤들은 몇몇 또라이 빼고 다 정상이라 안적었다 진짜 거의다 무난함","ㅇㅇ(106.243) 2023.03.02 13:10:20
조회 604 추천 0 댓글 4",추천 0,조회 604,2023.03.02 13:10:20,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=80&page=3
동창회,,배민으로 여러개시키면 동창회되나,"호롤로(118.235) 2023.01.24 16:12:34
조회 222 추천 0 댓글 0",추천 0,조회 222,2023.01.24 16:12:34,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=77&page=3
들리니 아니쥬 박,,ㅈㅇ,"깁니(61.79) 2023.01.24 16:08:21
조회 118 추천 0 댓글 0",추천 0,조회 118,2023.01.24 16:08:21,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=76&page=3
모고 수학 3뜨면 내신 몇 등급 뜨노?,,",.","ㅇㅇ(117.110) 2023.01.11 14:29:01
조회 254 추천 0 댓글 0",추천 0,조회 254,2023.01.11 14:29:01,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=75&page=3
시발들아 나 쩝곤데,,느그들 학교에서 담피는거 존나 부럽노,"ㅇㅇ(14.7) 2022.12.22 23:33:53
조회 349 추천 1 댓글 1",추천 1,조회 349,2022.12.22 23:33:53,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=73&page=3
광동고 내신 커트라인 150점 정도 맞노?,,.,"ㅇㅇ(117.110) 2022.12.18 22:28:47
조회 624 추천 0 댓글 1",추천 0,조회 624,2022.12.18 22:28:47,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=72&page=3
진접중 전교 1등 내신 196점인데,,"광동고 전교 1등 가능하노?
선행은 안 했노 이기","ㅇㅇ(117.110) 2022.12.13 23:20:09
조회 685 추천 0 댓글 6",추천 0,조회 685,2022.12.13 23:20:09,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=71&page=3
광동고,,광동중 애들이 많이 가노?,"ㅇㅇ(117.110) 2022.12.13 23:19:25
조회 179 추천 0 댓글 0",추천 0,조회 179,2022.12.13 23:19:25,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=70&page=3
광동게이들은 대학어디로가노,,?,"ㅇㅇ(106.101) 2022.11.01 23:28:49
조회 408 추천 0 댓글 1",추천 0,조회 408,2022.11.01 23:28:49,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=69&page=3
나 졸업생인데,,아직도 아침 조회 시간에 휴대폰 걷냐?,"ㅇㅇ(14.6) 2022.10.20 18:51:29
조회 245 추천 0 댓글 1",추천 0,조회 245,2022.10.20 18:51:29,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=68&page=3
광동고갤은 나 준표가 점령하겠다,,,"준표 2022.04.02 11:17:39
조회 838 추천 26 댓글 2",추천 26,조회 838,2022.04.02 11:17:39,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=66&page=3
광동프릭스갤러리 갈려다 자꾸 여기들어오니까 갤지워라,,경고했다,"ㅇㅇ(211.208) 2022.03.10 09:58:13
조회 340 추천 8 댓글 0",추천 8,조회 340,2022.03.10 09:58:13,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=65&page=3
광동고 공부 왜이렇게 못하냐?,,나 1학년 전교1등인데 공부좆도안함ㅋㅋ,"준표 2022.02.07 02:22:41
조회 746 추천 2 댓글 5",추천 2,조회 746,2022.02.07 02:22:41,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=64&page=3
여긴 이제 광동 프릭스 갤러리다,,ㅇ,"Argentina 2021.12.21 13:29:47
조회 919 추천 22 댓글 0",추천 22,조회 919,2021.12.21 13:29:47,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=63&page=3
광동고 게이들아 ㅋㅋ,,"비만갤 가보셈 ㅋㅋ
- dc official App","ㅇㅇㅇ 2021.09.10 21:49:24
조회 485 추천 0 댓글 2",추천 0,조회 485,2021.09.10 21:49:24,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=62&page=3
졸업생 틀딱인데,,"광동갤이있노ㅋㅋㅋ
- dc official App","ㅇㅇ(112.161) 2021.09.10 16:22:16
조회 378 추천 0 댓글 2",추천 0,조회 378,2021.09.10 16:22:16,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=61&page=3
광동고 갤이 왜 있는거냐 ㅋㅋ,,"헬스나 하자
- dc official App","광동모닝헬스(121.88) 2021.07.14 11:46:10
조회 589 추천 0 댓글 3",추천 0,조회 589,2021.07.14 11:46:10,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=60&page=3
나 3학년인데ㅡ나보다 마크 주민소리 잘내는새끼 있으면 나와봐라 ㅋㅋ,,ㅋㅋ 있냐.,"3학년 주민(222.120) 2021.06.25 10:16:37
조회 723 추천 34 댓글 2",추천 34,조회 723,2021.06.25 10:16:37,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=59&page=3
발곡고인데한번와봄,,ㅎㅇ,"ㅇㅇ(115.143) 2021.04.11 23:33:46
조회 366 추천 0 댓글 1",추천 0,조회 366,2021.04.11 23:33:46,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=57&page=3
애옹,,,"애옹쓰 2020.11.22 18:02:44
조회 168 추천 0 댓글 0",추천 0,조회 168,2020.11.22 18:02:44,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=55&page=3
남양주 광동고노?,,?,"ㅇㅇ(121.164) 2020.04.09 12:57:01
조회 451 추천 0 댓글 0",추천 0,조회 451,2020.04.09 12:57:01,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=53&page=3
현 광동고 1짱인데요,,"광동고등학교 3학년 11반 김명현이라고 있는데
진짜 쌔거든요?
궁금하면 와서 둘이서 맞짱 떠주세요","정명철(118.33) 2019.12.27 00:01:42
조회 653 추천 0 댓글 4",추천 0,조회 653,2019.12.27 00:01:42,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=49&page=3
팡동고게이 아무도 없노,,,"ㅇㅇ(223.62) 2019.11.03 15:28:18
조회 268 추천 0 댓글 0",추천 0,조회 268,2019.11.03 15:28:18,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=43&page=4
지역이 어디임,,남양주? 의정부?,"ㅂㅂ(106.101) 2019.08.30 12:48:37
조회 590 추천 2 댓글 8",추천 2,조회 590,2019.08.30 12:48:37,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=39&page=4
광동고 갤러리가 있노 씹 ㅋㅋㅋ,,우리 게이들 몇학년 누군지 이름대라 이기,"ㅇㅇ(125.177) 2019.08.23 00:15:41
조회 283 추천 0 댓글 0",추천 0,조회 283,2019.08.23 00:15:41,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=38&page=4
갤주 뭐하냐,,"갤기장되버렸노 저거 삭제해라
- dc official App","ㅇㅇ(115.92) 2019.04.03 10:37:17
조회 121 추천 0 댓글 0",추천 0,조회 121,2019.04.03 10:37:17,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=37&page=4
자동차를 가지고 있던 나는 내가 원하는 게 하나 모두 마음에 들게다요,,"이승기 수지 배가본드 배수지 승기
V9c9cㅇㄷㄴㅌㄴ덛즈증","ㅇㅇ(223.62) 2019.03.27 20:27:38
조회 84 추천 0 댓글 0",추천 0,조회 84,2019.03.27 20:27:38,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=36&page=4
소고기 미역국 맛있다ㄱ그스늬,,"이승기 수지 배가본드 배수지 승기
V9c9cㅇㄷㄴㅌㄴ덛ㅡㄱㅣㅡㅇ","ㅇㅇ(223.62) 2019.03.27 20:27:23
조회 80 추천 0 댓글 0",추천 0,조회 80,2019.03.27 20:27:23,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=35&page=4
라면 맛있게 먹고 싶은 마음 먹고 있어스ㅡㅎ,,"이승기 수지 배가본드 배수지 승기
V9c9cㅇㄷㄴㅌㄴ덛ㅡ읏ㄴ","ㅇㅇ(223.62) 2019.03.27 20:27:09
조회 88 추천 0 댓글 0",추천 0,조회 88,2019.03.27 20:27:09,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=34&page=4
저녁은 국수먹고왔다 개꿀맛ㅇㅇ너도먹어ㄱㄷㄱ,,"이승기 수지 배가본드 배수지 승기
V9c9cㅇㄷㄴㅌㄴ덛ㅡㄱㄷㅇ","ㅇㅇ(223.39) 2019.03.27 20:23:15
조회 74 추천 0 댓글 0",추천 0,조회 74,2019.03.27 20:23:15,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=33&page=4
전동킥보드는 면허필요함???ㅅ듷,,"이승기 수지 배가본드 배수지 승기
V9c9cㅇㄷㄴㅌㄴ덛ㅇㆍㅅㄴ","ㅇㅇ(223.39) 2019.03.27 20:23:03
조회 121 추천 0 댓글 3",추천 0,조회 121,2019.03.27 20:23:03,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=32&page=4
수영 배울까 힘들겟지?그ㄴㄷ늑,,"이승기 수지 배가본드 배수지 승기
V9c9cㅇㄷㄴㅌㄴ덛브브ㅡㅂ","ㅇㅇ(223.39) 2019.03.27 20:22:48
조회 75 추천 0 댓글 0",추천 0,조회 75,2019.03.27 20:22:48,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=31&page=4
우리 할머니 어제 죽었는데긔ㅢ원래,,"이승기 수지 배가본드 배수지 승기
V9c9cㅇㄷㄴㅌㄴ덛조으ㅇ드응","ㅇㅇ(223.39) 2019.03.27 20:22:34
조회 161 추천 0 댓글 0",추천 0,조회 161,2019.03.27 20:22:34,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=30&page=4
기존 아파트에 비해 상대적으로 저렴한 ㅇㄷㄱㄷㅅㄷ,,"이승기 수지 배가본드 배수지 승기
V9c9cㅇㄷㄴㅌㄴ덛ㅇㅈㅅㅊㅅ","ㅇㅇ(223.39) 2019.03.27 20:22:15
조회 88 추천 0 댓글 0",추천 0,조회 88,2019.03.27 20:22:15,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=29&page=4
요금 할인을 하고 있습니다 정말 많이 사랑해주세스ㅡㅅ,,"이승기 수지 배가본드 배수지 승기
V9c9cㅇㄷㄴㅌㄴ덛그","ㅇㅇ(223.39) 2019.03.27 20:20:18
조회 71 추천 0 댓글 0",추천 0,조회 71,2019.03.27 20:20:18,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=28&page=4
노스페이스 이젠 안입냐한국서ㄱㆍ지,,"이승기 수지 배가본드 배수지 승기
V9c9cㅇㄷㄴㅌㄴ덛","ㅇㅇ(223.33) 2019.03.27 20:19:46
조회 179 추천 0 댓글 0",추천 0,조회 179,2019.03.27 20:19:46,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=27&page=4
보통 똥참자ㄱㄷㄱㄷㅅㄷㅅㄷㅅ슷ㅈ,,"이승기 수지 배가본드 배수지 승기
V9c9cㅇㄷㄴㅌㄴ덛ㅇㆍㅅㆍㄴㅅ","ㅇㅇ(223.33) 2019.03.27 20:19:25
조회 92 추천 0 댓글 0",추천 0,조회 92,2019.03.27 20:19:25,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=26&page=4
노스페이스 이젠 안입냐한국서ㅡㅇ슷,,"이승기 수지 배가본드 배수지 승기
V9c9cㅇㄷㄴㅌㄴ덛읏ㄷㅂㄷ","ㅇㅇ(223.33) 2019.03.27 20:19:10
조회 53 추천 0 댓글 0",추천 0,조회 53,2019.03.27 20:19:10,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=25&page=4
미국이 전쟁일으켯다는데 맞아? 6.25?ㅂ스,,"이승기 수지 배가본드 배수지 승기
V9c9cㅇㄷㄴㅌㄴ덛조ㅡㅇ","ㅇㅇ(223.33) 2019.03.27 20:18:56
조회 66 추천 0 댓글 0",추천 0,조회 66,2019.03.27 20:18:56,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=24&page=4
요금 할인을 하고 있습니다 정말 많이 사랑해주세브,,"이승기 수지 배가본드 배수지 승기
V9c9cㅇㄷㄴㅌㄴ덛조응","ㅇㅇ(223.33) 2019.03.27 20:18:43
조회 67 추천 0 댓글 0",추천 0,조회 67,2019.03.27 20:18:43,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=23&page=4
오늘 고깃집서 혼밥하는데 다쳐다봄ㅇㄷ응ㄴ스슷ㄱㄷ그,,"이승기 수지 배가본드 배수지 승기
V9c9cㅇㄷㄴㅌㄴ덛ㅂ기ㅡㄷㅈㅇㅅㄴ","ㅇㅇ(223.39) 2019.03.27 20:17:55
조회 89 추천 0 댓글 0",추천 0,조회 89,2019.03.27 20:17:55,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=22&page=4
오늘 고깃집서 혼밥하는데 다쳐다봄ㅇㄷ응ㅅㄷㄱ,,"이승기 수지 배가본드 배수지 승기
V9c9cㅇㄷㄴㅌㄴ덛ㅂㄷㅈㅇㄷ","ㅇㅇ(223.39) 2019.03.27 20:17:38
조회 69 추천 0 댓글 0",추천 0,조회 69,2019.03.27 20:17:38,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=21&page=4
도대체 왜 도서관에서 짜장면시켜머거?으스,,"이승기 수지 배가본드 배수지 승기
V9c9cㅇㄷㄴㅌㄴ덛ㅇㆍㅂㄴ","ㅇㅇ(223.39) 2019.03.27 20:17:22
조회 65 추천 0 댓글 0",추천 0,조회 65,2019.03.27 20:17:22,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=20&page=4
디지몬게임 아냐?ㅅㄱㄷ,,"이승기 수지 배가본드 배수지 승기
V9c9cㅇㄷㄴㅌㄴ덛ㄱㅌㅇㄷㅅ","ㅇㅇ(223.39) 2019.03.27 20:17:09
조회 46 추천 0 댓글 0",추천 0,조회 46,2019.03.27 20:17:09,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=19&page=4
지금 레전드 스시녀 bj히카리 복귀방송중 ㄷㄷ으,,"이승기 수지 배가본드 배수지 승기
V9c9cㅇㄷㄴㅌㄴ덛조으","ㅇㅇ(223.39) 2019.03.27 20:16:51
조회 115 추천 0 댓글 0",추천 0,조회 115,2019.03.27 20:16:51,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=18&page=4
비록 비싼 비타민 가격이 너무 비싸 정말 많이 으,,"이승기 수지 배가본드 배수지 승기
V9c9cㅇㄷㄴㅌㄴ덛ㅣ칟ㅇ","ㅇㅇ(223.39) 2019.03.27 20:16:40
조회 65 추천 0 댓글 0",추천 0,조회 65,2019.03.27 20:16:40,https://gall.dcinside.com/mgallery/board/view/?id=kwangdong&no=17&page=4
